n,Egb,dx,dy,rx,ry,T,steps,f
0.88,0.969,2.1,0.33,3,7,500,6000,lammps_0.969_0.88_2.10_0.33_3_7_500_6000
0.8,0.969,7.05,0.33,4,7,800,238000,lammps_0.969_0.80_7.05_0.33_4_7_800_238000
0.81,0.969,0.26,0.37,3,7,300,13000,lammps_0.969_0.81_0.26_0.37_3_7_300_13000
0.86,0.969,0.79,0.48,1,7,500,16000,lammps_0.969_0.86_0.79_0.48_1_7_500_16000
0.94,0.969,6.07,2.09,2,4,500,294000,lammps_0.969_0.94_6.07_2.09_2_4_500_294000
0.46,0.969,0.04,0.5,1,12,1000,76000,lammps_0.969_0.46_0.04_0.50_1_12_1000_76000
0.79,0.969,2.93,1.64,2,7,600,24000,lammps_0.969_0.79_2.93_1.64_2_7_600_24000
0.45,0.969,2.2,1.75,1,11,700,4000,lammps_0.969_0.45_2.20_1.75_1_11_700_4000
0.41,0.969,3.21,1.34,1,11,500,55000,lammps_0.969_0.41_3.21_1.34_1_11_500_55000
0.43,0.969,4.46,3.26,2,7,800,268000,lammps_0.969_0.43_4.46_3.26_2_7_800_268000
0.44,0.969,0.07,0.73,4,2,1200,1000,lammps_0.969_0.44_0.07_0.73_4_2_1200_1000
0.07,0.969,1.74,0.74,4,5,900,1000,lammps_0.969_0.07_1.74_0.74_4_5_900_1000
0.08,0.969,0.67,0.43,4,3,400,1000,lammps_0.969_0.08_0.67_0.43_4_3_400_1000
0.09,0.969,4.9,0.37,4,7,600,21000,lammps_0.969_0.09_4.90_0.37_4_7_600_21000
0.33,0.969,3.8,1.76,1,15,300,4000,lammps_0.969_0.33_3.80_1.76_1_15_300_4000
0.0,0.969,0.41,2.96,3,5,700,3000,lammps_0.969_0.00_0.41_2.96_3_5_700_3000
0.36,0.969,1.06,0.64,1,14,800,104000,lammps_0.969_0.36_1.06_0.64_1_14_800_104000
0.37,0.969,2.98,3.53,1,15,300,192000,lammps_0.969_0.37_2.98_3.53_1_15_300_192000
0.38,0.969,1.01,1.64,1,13,300,55000,lammps_0.969_0.38_1.01_1.64_1_13_300_55000
0.39,0.969,3.76,2.3,2,14,400,251000,lammps_0.969_0.39_3.76_2.30_2_14_400_251000
0.42,0.969,4.81,0.86,3,6,300,22000,lammps_0.969_0.42_4.81_0.86_3_6_300_22000
0.34,0.969,7.39,2.4,2,11,500,63000,lammps_0.969_0.34_7.39_2.40_2_11_500_63000
0.48,0.97,3.42,2.3,2,14,300,23000,lammps_0.970_0.48_3.42_2.30_2_14_300_23000
0.5,0.97,1.56,3.24,2,2,900,10000,lammps_0.970_0.50_1.56_3.24_2_2_900_10000
0.54,0.97,2.79,1.12,1,14,500,133000,lammps_0.970_0.54_2.79_1.12_1_14_500_133000
0.55,0.97,0.61,0.31,2,11,300,255000,lammps_0.970_0.55_0.61_0.31_2_11_300_255000
0.9,0.97,6.89,1.98,3,7,700,26000,lammps_0.970_0.90_6.89_1.98_3_7_700_26000
0.89,0.97,2.46,2.99,2,7,500,3000,lammps_0.970_0.89_2.46_2.99_2_7_500_3000
0.95,0.97,2.16,2.84,3,7,500,25000,lammps_0.970_0.95_2.16_2.84_3_7_500_25000
0.96,0.97,1.1,2.61,2,6,400,2000,lammps_0.970_0.96_1.10_2.61_2_6_400_2000
0.47,0.97,4.33,2.41,2,9,400,210000,lammps_0.970_0.47_4.33_2.41_2_9_400_210000
0.88,0.97,0.31,1.09,2,2,500,2000,lammps_0.970_0.88_0.31_1.09_2_2_500_2000
0.44,0.97,0.09,0.12,1,8,500,7000,lammps_0.970_0.44_0.09_0.12_1_8_500_7000
0.43,0.97,1.28,3.35,2,7,700,24000,lammps_0.970_0.43_1.28_3.35_2_7_700_24000
0.1,0.97,0.82,1.99,3,7,600,35000,lammps_0.970_0.10_0.82_1.99_3_7_600_35000
0.38,0.97,0.21,1.16,1,8,600,22000,lammps_0.970_0.38_0.21_1.16_1_8_600_22000
0.37,0.97,5.68,0.22,1,15,900,127000,lammps_0.970_0.37_5.68_0.22_1_15_900_127000
0.36,0.97,5.05,0.29,1,11,700,279000,lammps_0.970_0.36_5.05_0.29_1_11_700_279000
0.35,0.97,3.14,2.88,1,13,300,72000,lammps_0.970_0.35_3.14_2.88_1_13_300_72000
0.33,0.97,4.77,1.97,1,15,600,31000,lammps_0.970_0.33_4.77_1.97_1_15_600_31000
0.32,0.97,2.75,2.94,1,14,700,205000,lammps_0.970_0.32_2.75_2.94_1_14_700_205000
0.12,0.97,2.85,1.07,4,2,400,8000,lammps_0.970_0.12_2.85_1.07_4_2_400_8000
0.09,0.97,7.3,1.43,4,4,800,19000,lammps_0.970_0.09_7.30_1.43_4_4_800_19000
0.08,0.97,2.15,1.51,2,3,1000,3000,lammps_0.970_0.08_2.15_1.51_2_3_1000_3000
0.0,0.97,2.42,2.39,3,6,700,3000,lammps_0.970_0.00_2.42_2.39_3_6_700_3000
0.41,0.97,7.39,2.29,4,4,400,118000,lammps_0.970_0.41_7.39_2.29_4_4_400_118000
0.77,0.971,4.54,1.13,3,5,500,19000,lammps_0.971_0.77_4.54_1.13_3_5_500_19000
0.56,0.971,0.02,2.51,1,8,400,126000,lammps_0.971_0.56_0.02_2.51_1_8_400_126000
0.54,0.971,1.52,2.78,2,7,300,97000,lammps_0.971_0.54_1.52_2.78_2_7_300_97000
0.78,0.971,0.71,1.64,4,5,700,173000,lammps_0.971_0.78_0.71_1.64_4_5_700_173000
0.55,0.971,0.85,2.18,1,11,400,12000,lammps_0.971_0.55_0.85_2.18_1_11_400_12000
0.79,0.971,0.41,1.82,2,7,700,33000,lammps_0.971_0.79_0.41_1.82_2_7_700_33000
0.95,0.971,1.3,3.13,4,5,600,19000,lammps_0.971_0.95_1.30_3.13_4_5_600_19000
0.82,0.971,7.4,1.02,4,5,500,9000,lammps_0.971_0.82_7.40_1.02_4_5_500_9000
0.86,0.971,7.34,3.03,4,7,300,3000,lammps_0.971_0.86_7.34_3.03_4_7_300_3000
0.88,0.971,0.92,1.96,2,6,800,78000,lammps_0.971_0.88_0.92_1.96_2_6_800_78000
0.89,0.971,3.56,2.43,2,7,500,24000,lammps_0.971_0.89_3.56_2.43_2_7_500_24000
0.93,0.971,0.25,0.56,1,7,300,1000,lammps_0.971_0.93_0.25_0.56_1_7_300_1000
0.8,0.971,7.64,2.78,4,5,400,124000,lammps_0.971_0.80_7.64_2.78_4_5_400_124000
0.5,0.971,3.35,1.82,1,12,300,4000,lammps_0.971_0.50_3.35_1.82_1_12_300_4000
0.08,0.971,0.24,2.55,3,4,600,1000,lammps_0.971_0.08_0.24_2.55_3_4_600_1000
0.46,0.971,2.58,1.17,2,12,400,180000,lammps_0.971_0.46_2.58_1.17_2_12_400_180000
0.47,0.971,3.62,0.1,1,15,600,5000,lammps_0.971_0.47_3.62_0.10_1_15_600_5000
0.19,0.971,0.75,2.66,4,2,700,84000,lammps_0.971_0.19_0.75_2.66_4_2_700_84000
0.33,0.971,1.86,0.07,1,9,800,33000,lammps_0.971_0.33_1.86_0.07_1_9_800_33000
0.35,0.971,4.95,2.81,2,13,400,48000,lammps_0.971_0.35_4.95_2.81_2_13_400_48000
0.36,0.971,0.72,0.72,1,7,400,81000,lammps_0.971_0.36_0.72_0.72_1_7_400_81000
0.09,0.971,3.6,1.02,4,7,500,5000,lammps_0.971_0.09_3.60_1.02_4_7_500_5000
0.39,0.971,6.47,1.49,3,6,500,71000,lammps_0.971_0.39_6.47_1.49_3_6_500_71000
0.4,0.971,1.34,3.58,2,12,800,6000,lammps_0.971_0.40_1.34_3.58_2_12_800_6000
0.41,0.971,1.28,1.94,2,8,500,91000,lammps_0.971_0.41_1.28_1.94_2_8_500_91000
0.42,0.971,0.63,1.74,1,13,300,33000,lammps_0.971_0.42_0.63_1.74_1_13_300_33000
0.43,0.971,3.8,1.2,1,14,600,2000,lammps_0.971_0.43_3.80_1.20_1_14_600_2000
0.38,0.971,1.17,0.92,1,8,1300,3000,lammps_0.971_0.38_1.17_0.92_1_8_1300_3000
0.5,0.972,6.43,3.16,3,2,400,4000,lammps_0.972_0.50_6.43_3.16_3_2_400_4000
0.56,0.972,3.51,1.91,4,4,400,175000,lammps_0.972_0.56_3.51_1.91_4_4_400_175000
0.75,0.972,2.82,1.24,2,5,600,17000,lammps_0.972_0.75_2.82_1.24_2_5_600_17000
0.79,0.972,3.19,1.83,2,7,1300,1000,lammps_0.972_0.79_3.19_1.83_2_7_1300_1000
0.9,0.972,0.01,1.26,4,5,400,35000,lammps_0.972_0.90_0.01_1.26_4_5_400_35000
0.88,0.972,5.71,2.03,4,2,800,6000,lammps_0.972_0.88_5.71_2.03_4_2_800_6000
0.91,0.972,1.05,2.17,4,4,300,100000,lammps_0.972_0.91_1.05_2.17_4_4_300_100000
0.96,0.972,1.57,2.73,4,7,500,7000,lammps_0.972_0.96_1.57_2.73_4_7_500_7000
0.47,0.972,5.55,1.84,3,6,800,1000,lammps_0.972_0.47_5.55_1.84_3_6_800_1000
0.83,0.972,5.16,2.85,3,5,300,39000,lammps_0.972_0.83_5.16_2.85_3_5_300_39000
0.46,0.972,4.8,2.79,1,13,500,0,lammps_0.972_0.46_4.80_2.79_1_13_500_0
0.42,0.972,0.53,0.2,1,6,1100,127000,lammps_0.972_0.42_0.53_0.20_1_6_1100_127000
0.43,0.972,4.01,1.57,2,7,500,121000,lammps_0.972_0.43_4.01_1.57_2_7_500_121000
0.45,0.972,4.13,2.01,2,11,400,13000,lammps_0.972_0.45_4.13_2.01_2_11_400_13000
0.41,0.972,6.97,1.86,2,11,300,270000,lammps_0.972_0.41_6.97_1.86_2_11_300_270000
0.4,0.972,1.33,1.18,1,10,300,45000,lammps_0.972_0.40_1.33_1.18_1_10_300_45000
0.38,0.972,1.49,1.85,1,8,900,3000,lammps_0.972_0.38_1.49_1.85_1_8_900_3000
0.36,0.972,0.03,0.4,1,14,400,1000,lammps_0.972_0.36_0.03_0.40_1_14_400_1000
0.35,0.972,4.82,0.38,1,10,800,7000,lammps_0.972_0.35_4.82_0.38_1_10_800_7000
0.32,0.972,3.3,2.74,1,14,1000,149000,lammps_0.972_0.32_3.30_2.74_1_14_1000_149000
0.1,0.972,0.73,2.61,3,5,700,35000,lammps_0.972_0.10_0.73_2.61_3_5_700_35000
0.0,0.972,5.58,0.26,4,7,600,7000,lammps_0.972_0.00_5.58_0.26_4_7_600_7000
0.54,0.973,1.36,1.98,2,7,300,49000,lammps_0.973_0.54_1.36_1.98_2_7_300_49000
0.56,0.973,1.18,2.37,2,9,400,8000,lammps_0.973_0.56_1.18_2.37_2_9_400_8000
0.73,0.973,4.38,3.31,3,5,300,228000,lammps_0.973_0.73_4.38_3.31_3_5_300_228000
0.76,0.973,6.43,1.57,3,7,400,69000,lammps_0.973_0.76_6.43_1.57_3_7_400_69000
0.8,0.973,1.2,2.15,3,5,800,4000,lammps_0.973_0.80_1.20_2.15_3_5_800_4000
0.81,0.973,6.74,0.73,3,7,300,60000,lammps_0.973_0.81_6.74_0.73_3_7_300_60000
0.91,0.973,0.92,0.76,4,4,500,9000,lammps_0.973_0.91_0.92_0.76_4_4_500_9000
0.88,0.973,2.86,0.84,4,2,800,262000,lammps_0.973_0.88_2.86_0.84_4_2_800_262000
0.89,0.973,4.01,1.48,3,6,500,32000,lammps_0.973_0.89_4.01_1.48_3_6_500_32000
0.9,0.973,0.63,1.0,4,6,800,3000,lammps_0.973_0.90_0.63_1.00_4_6_800_3000
0.5,0.973,2.67,1.05,3,2,1000,3000,lammps_0.973_0.50_2.67_1.05_3_2_1000_3000
0.93,0.973,5.52,0.24,4,5,400,18000,lammps_0.973_0.93_5.52_0.24_4_5_400_18000
0.95,0.973,2.03,2.39,2,5,600,6000,lammps_0.973_0.95_2.03_2.39_2_5_600_6000
0.83,0.973,4.52,3.58,3,5,500,13000,lammps_0.973_0.83_4.52_3.58_3_5_500_13000
0.46,0.973,2.56,0.81,1,13,600,12000,lammps_0.973_0.46_2.56_0.81_1_13_600_12000
0.47,0.973,1.08,0.0,2,9,600,2000,lammps_0.973_0.47_1.08_0.00_2_9_600_2000
0.04,0.973,6.03,1.82,4,7,800,3000,lammps_0.973_0.04_6.03_1.82_4_7_800_3000
0.0,0.973,7.21,0.67,4,7,800,2000,lammps_0.973_0.00_7.21_0.67_4_7_800_2000
0.45,0.973,5.35,3.23,1,11,300,88000,lammps_0.973_0.45_5.35_3.23_1_11_300_88000
0.1,0.973,5.03,0.38,2,5,400,67000,lammps_0.973_0.10_5.03_0.38_2_5_400_67000
0.11,0.973,4.48,2.34,2,7,300,168000,lammps_0.973_0.11_4.48_2.34_2_7_300_168000
0.19,0.973,8.05,2.52,4,2,800,270000,lammps_0.973_0.19_8.05_2.52_4_2_800_270000
0.35,0.973,0.71,0.33,2,5,700,160000,lammps_0.973_0.35_0.71_0.33_2_5_700_160000
0.33,0.973,0.76,0.28,1,12,500,109000,lammps_0.973_0.33_0.76_0.28_1_12_500_109000
0.38,0.973,0.44,0.28,2,8,300,12000,lammps_0.973_0.38_0.44_0.28_2_8_300_12000
0.4,0.973,4.78,1.99,1,10,400,122000,lammps_0.973_0.40_4.78_1.99_1_10_400_122000
0.41,0.973,4.3,1.18,2,8,700,232000,lammps_0.973_0.41_4.30_1.18_2_8_700_232000
0.42,0.973,6.96,3.59,2,10,900,3000,lammps_0.973_0.42_6.96_3.59_2_10_900_3000
0.43,0.973,1.61,3.32,1,15,1200,0,lammps_0.973_0.43_1.61_3.32_1_15_1200_0
0.44,0.973,3.97,2.89,2,12,600,34000,lammps_0.973_0.44_3.97_2.89_2_12_600_34000
0.36,0.973,0.58,2.59,1,11,800,15000,lammps_0.973_0.36_0.58_2.59_1_11_800_15000
0.59,0.974,1.71,0.1,1,11,500,65000,lammps_0.974_0.59_1.71_0.10_1_11_500_65000
0.54,0.974,1.64,0.13,2,7,500,88000,lammps_0.974_0.54_1.64_0.13_2_7_500_88000
0.55,0.974,0.67,2.08,1,10,500,2000,lammps_0.974_0.55_0.67_2.08_1_10_500_2000
0.56,0.974,0.44,3.29,4,2,600,7000,lammps_0.974_0.56_0.44_3.29_4_2_600_7000
0.78,0.974,2.02,3.6,4,5,1000,2000,lammps_0.974_0.78_2.02_3.60_4_5_1000_2000
0.5,0.974,7.83,3.57,1,12,900,181000,lammps_0.974_0.50_7.83_3.57_1_12_900_181000
0.89,0.974,2.01,2.01,3,6,900,16000,lammps_0.974_0.89_2.01_2.01_3_6_900_16000
0.9,0.974,0.19,0.59,4,6,700,123000,lammps_0.974_0.90_0.19_0.59_4_6_700_123000
0.92,0.974,3.47,0.69,1,6,400,164000,lammps_0.974_0.92_3.47_0.69_1_6_400_164000
0.93,0.974,1.82,0.98,3,5,500,41000,lammps_0.974_0.93_1.82_0.98_3_5_500_41000
0.94,0.974,5.43,2.9,3,6,300,1000,lammps_0.974_0.94_5.43_2.90_3_6_300_1000
0.88,0.974,2.11,0.83,4,5,500,270000,lammps_0.974_0.88_2.11_0.83_4_5_500_270000
0.46,0.974,0.69,1.33,1,12,500,2000,lammps_0.974_0.46_0.69_1.33_1_12_500_2000
0.03,0.974,7.3,0.02,4,5,700,15000,lammps_0.974_0.03_7.30_0.02_4_5_700_15000
0.44,0.974,0.09,0.06,4,2,900,13000,lammps_0.974_0.44_0.09_0.06_4_2_900_13000
0.45,0.974,1.25,2.95,1,11,400,55000,lammps_0.974_0.45_1.25_2.95_1_11_400_55000
0.0,0.974,7.71,0.13,2,6,800,19000,lammps_0.974_0.00_7.71_0.13_2_6_800_19000
0.1,0.974,1.73,1.71,1,5,400,35000,lammps_0.974_0.10_1.73_1.71_1_5_400_35000
0.11,0.974,7.35,1.97,3,3,300,3000,lammps_0.974_0.11_7.35_1.97_3_3_300_3000
0.32,0.974,5.3,0.87,1,11,700,220000,lammps_0.974_0.32_5.30_0.87_1_11_700_220000
0.05,0.974,4.82,1.48,4,7,700,2000,lammps_0.974_0.05_4.82_1.48_4_7_700_2000
0.36,0.974,5.38,0.8,1,7,900,245000,lammps_0.974_0.36_5.38_0.80_1_7_900_245000
0.37,0.974,1.68,1.85,1,15,900,11000,lammps_0.974_0.37_1.68_1.85_1_15_900_11000
0.38,0.974,3.7,0.9,2,15,500,116000,lammps_0.974_0.38_3.70_0.90_2_15_500_116000
0.42,0.974,4.84,1.46,3,2,400,2000,lammps_0.974_0.42_4.84_1.46_3_2_400_2000
0.35,0.974,6.69,0.62,1,13,500,4000,lammps_0.974_0.35_6.69_0.62_1_13_500_4000
0.79,0.975,6.58,2.0,2,7,800,172000,lammps_0.975_0.79_6.58_2.00_2_7_800_172000
0.54,0.975,5.48,3.4,1,13,600,137000,lammps_0.975_0.54_5.48_3.40_1_13_600_137000
0.56,0.975,1.98,2.33,4,2,700,149000,lammps_0.975_0.56_1.98_2.33_4_2_700_149000
0.57,0.975,6.29,0.43,1,14,500,287000,lammps_0.975_0.57_6.29_0.43_1_14_500_287000
0.58,0.975,5.1,0.45,3,2,300,68000,lammps_0.975_0.58_5.10_0.45_3_2_300_68000
0.75,0.975,2.45,2.4,4,5,800,100000,lammps_0.975_0.75_2.45_2.40_4_5_800_100000
0.76,0.975,5.22,0.79,3,7,1000,147000,lammps_0.975_0.76_5.22_0.79_3_7_1000_147000
0.8,0.975,2.58,0.25,1,5,800,3000,lammps_0.975_0.80_2.58_0.25_1_5_800_3000
0.92,0.975,1.24,0.01,2,3,900,11000,lammps_0.975_0.92_1.24_0.01_2_3_900_11000
0.86,0.975,7.6,3.13,3,7,600,19000,lammps_0.975_0.86_7.60_3.13_3_7_600_19000
0.88,0.975,0.53,0.31,4,1,900,276000,lammps_0.975_0.88_0.53_0.31_4_1_900_276000
0.9,0.975,4.5,3.43,3,7,800,1000,lammps_0.975_0.90_4.50_3.43_3_7_800_1000
0.91,0.975,4.55,2.97,4,4,500,31000,lammps_0.975_0.91_4.55_2.97_4_4_500_31000
0.93,0.975,7.08,3.25,2,7,300,61000,lammps_0.975_0.93_7.08_3.25_2_7_300_61000
0.97,0.975,3.52,1.12,3,6,400,1000,lammps_0.975_0.97_3.52_1.12_3_6_400_1000
0.53,0.975,1.33,1.09,2,10,400,7000,lammps_0.975_0.53_1.33_1.09_2_10_400_7000
0.82,0.975,6.23,0.35,2,7,900,8000,lammps_0.975_0.82_6.23_0.35_2_7_900_8000
0.52,0.975,2.63,0.1,3,7,500,191000,lammps_0.975_0.52_2.63_0.10_3_7_500_191000
0.38,0.975,7.28,2.12,2,6,400,34000,lammps_0.975_0.38_7.28_2.12_2_6_400_34000
0.45,0.975,3.43,0.24,2,10,400,117000,lammps_0.975_0.45_3.43_0.24_2_10_400_117000
0.03,0.975,0.39,1.09,3,6,700,3000,lammps_0.975_0.03_0.39_1.09_3_6_700_3000
0.1,0.975,2.91,0.34,2,5,500,1000,lammps_0.975_0.10_2.91_0.34_2_5_500_1000
0.11,0.975,1.31,0.03,3,3,600,1000,lammps_0.975_0.11_1.31_0.03_3_3_600_1000
0.12,0.975,0.74,0.3,4,1,600,7000,lammps_0.975_0.12_0.74_0.30_4_1_600_7000
0.25,0.975,0.71,0.41,3,2,300,5000,lammps_0.975_0.25_0.71_0.41_3_2_300_5000
0.31,0.975,7.77,2.14,4,2,300,16000,lammps_0.975_0.31_7.77_2.14_4_2_300_16000
0.33,0.975,3.72,0.79,1,9,700,47000,lammps_0.975_0.33_3.72_0.79_1_9_700_47000
0.34,0.975,7.25,1.56,2,11,300,109000,lammps_0.975_0.34_7.25_1.56_2_11_300_109000
0.5,0.975,0.5,0.84,2,5,300,43000,lammps_0.975_0.50_0.50_0.84_2_5_300_43000
0.36,0.975,4.54,2.63,1,11,800,72000,lammps_0.975_0.36_4.54_2.63_1_11_800_72000
0.37,0.975,6.26,3.24,1,15,800,296000,lammps_0.975_0.37_6.26_3.24_1_15_800_296000
0.4,0.975,0.06,1.99,1,10,800,17000,lammps_0.975_0.40_0.06_1.99_1_10_800_17000
0.41,0.975,5.93,2.31,2,8,700,294000,lammps_0.975_0.41_5.93_2.31_2_8_700_294000
0.42,0.975,0.27,2.02,2,6,400,9000,lammps_0.975_0.42_0.27_2.02_2_6_400_9000
0.43,0.975,7.03,3.18,2,7,300,24000,lammps_0.975_0.43_7.03_3.18_2_7_300_24000
0.35,0.975,0.25,2.72,1,13,700,122000,lammps_0.975_0.35_0.25_2.72_1_13_700_122000
0.52,0.976,1.81,0.26,2,11,300,1000,lammps_0.976_0.52_1.81_0.26_2_11_300_1000
0.53,0.976,5.46,0.47,1,15,600,11000,lammps_0.976_0.53_5.46_0.47_1_15_600_11000
0.54,0.976,0.13,2.19,1,12,600,190000,lammps_0.976_0.54_0.13_2.19_1_12_600_190000
0.56,0.976,2.8,3.4,1,9,900,1000,lammps_0.976_0.56_2.80_3.40_1_9_900_1000
0.57,0.976,1.58,0.16,2,11,300,1000,lammps_0.976_0.57_1.58_0.16_2_11_300_1000
0.58,0.976,0.0,3.17,2,6,400,269000,lammps_0.976_0.58_0.00_3.17_2_6_400_269000
0.75,0.976,1.79,0.11,2,5,300,47000,lammps_0.976_0.75_1.79_0.11_2_5_300_47000
0.76,0.976,0.28,2.84,3,7,500,7000,lammps_0.976_0.76_0.28_2.84_3_7_500_7000
0.87,0.976,3.33,0.27,3,5,800,196000,lammps_0.976_0.87_3.33_0.27_3_5_800_196000
0.8,0.976,1.53,1.03,1,5,1100,62000,lammps_0.976_0.80_1.53_1.03_1_5_1100_62000
0.86,0.976,2.55,3.38,1,7,900,1000,lammps_0.976_0.86_2.55_3.38_1_7_900_1000
0.88,0.976,2.65,0.38,4,1,700,219000,lammps_0.976_0.88_2.65_0.38_4_1_700_219000
0.89,0.976,2.57,1.55,2,7,700,174000,lammps_0.976_0.89_2.57_1.55_2_7_700_174000
0.9,0.976,3.52,1.16,3,5,800,70000,lammps_0.976_0.90_3.52_1.16_3_5_800_70000
0.91,0.976,7.95,2.34,4,7,700,6000,lammps_0.976_0.91_7.95_2.34_4_7_700_6000
0.5,0.976,0.48,0.08,2,6,600,2000,lammps_0.976_0.50_0.48_0.08_2_6_600_2000
0.94,0.976,1.28,1.69,3,3,1100,1000,lammps_0.976_0.94_1.28_1.69_3_3_1100_1000
0.79,0.976,3.23,2.38,3,7,500,63000,lammps_0.976_0.79_3.23_2.38_3_7_500_63000
0.93,0.976,7.65,2.27,4,5,700,5000,lammps_0.976_0.93_7.65_2.27_4_5_700_5000
0.48,0.976,0.92,2.43,2,13,300,32000,lammps_0.976_0.48_0.92_2.43_2_13_300_32000
0.45,0.976,4.9,0.71,2,14,600,29000,lammps_0.976_0.45_4.90_0.71_2_14_600_29000
0.46,0.976,1.41,0.28,1,14,300,11000,lammps_0.976_0.46_1.41_0.28_1_14_300_11000
0.12,0.976,5.21,0.15,4,1,300,19000,lammps_0.976_0.12_5.21_0.15_4_1_300_19000
0.17,0.976,0.08,2.44,3,2,300,10000,lammps_0.976_0.17_0.08_2.44_3_2_300_10000
0.32,0.976,3.65,2.78,1,11,700,19000,lammps_0.976_0.32_3.65_2.78_1_11_700_19000
0.33,0.976,2.37,1.64,1,12,300,2000,lammps_0.976_0.33_2.37_1.64_1_12_300_2000
0.34,0.976,2.01,2.92,2,8,500,15000,lammps_0.976_0.34_2.01_2.92_2_8_500_15000
0.35,0.976,5.82,2.43,1,10,800,2000,lammps_0.976_0.35_5.82_2.43_1_10_800_2000
0.36,0.976,2.09,2.01,1,11,600,48000,lammps_0.976_0.36_2.09_2.01_1_11_600_48000
0.11,0.976,0.74,0.57,3,3,600,3000,lammps_0.976_0.11_0.74_0.57_3_3_600_3000
0.38,0.976,6.66,2.79,4,2,500,37000,lammps_0.976_0.38_6.66_2.79_4_2_500_37000
0.39,0.976,3.65,1.55,2,7,400,134000,lammps_0.976_0.39_3.65_1.55_2_7_400_134000
0.4,0.976,5.63,3.36,1,10,700,2000,lammps_0.976_0.40_5.63_3.36_1_10_700_2000
0.41,0.976,5.48,1.49,2,8,700,5000,lammps_0.976_0.41_5.48_1.49_2_8_700_5000
0.42,0.976,3.96,0.17,3,2,400,73000,lammps_0.976_0.42_3.96_0.17_3_2_400_73000
0.43,0.976,4.71,0.41,1,15,400,64000,lammps_0.976_0.43_4.71_0.41_1_15_400_64000
0.44,0.976,4.84,1.68,1,9,700,12000,lammps_0.976_0.44_4.84_1.68_1_9_700_12000
0.37,0.976,5.03,0.76,2,15,400,7000,lammps_0.976_0.37_5.03_0.76_2_15_400_7000
0.5,0.977,5.16,0.18,2,6,400,28000,lammps_0.977_0.50_5.16_0.18_2_6_400_28000
0.52,0.977,4.73,0.57,2,11,600,111000,lammps_0.977_0.52_4.73_0.57_2_11_600_111000
0.54,0.977,0.99,2.21,2,13,300,0,lammps_0.977_0.54_0.99_2.21_2_13_300_0
0.56,0.977,7.51,0.99,1,9,600,215000,lammps_0.977_0.56_7.51_0.99_1_9_600_215000
0.57,0.977,1.8,0.46,1,7,1300,3000,lammps_0.977_0.57_1.80_0.46_1_7_1300_3000
0.94,0.977,6.85,3.33,4,6,1000,4000,lammps_0.977_0.94_6.85_3.33_4_6_1000_4000
0.83,0.977,6.19,2.37,3,7,900,1000,lammps_0.977_0.83_6.19_2.37_3_7_900_1000
0.9,0.977,2.9,0.08,3,5,400,29000,lammps_0.977_0.90_2.90_0.08_3_5_400_29000
0.88,0.977,7.36,1.01,2,6,900,52000,lammps_0.977_0.88_7.36_1.01_2_6_900_52000
0.89,0.977,2.36,0.18,3,3,400,5000,lammps_0.977_0.89_2.36_0.18_3_3_400_5000
0.91,0.977,5.83,2.6,4,4,900,1000,lammps_0.977_0.91_5.83_2.60_4_4_900_1000
0.92,0.977,3.43,0.2,3,6,900,1000,lammps_0.977_0.92_3.43_0.20_3_6_900_1000
0.93,0.977,4.39,0.46,2,7,500,1000,lammps_0.977_0.93_4.39_0.46_2_7_500_1000
0.46,0.977,1.11,1.17,2,14,300,38000,lammps_0.977_0.46_1.11_1.17_2_14_300_38000
0.84,0.977,0.67,3.56,4,7,600,16000,lammps_0.977_0.84_0.67_3.56_4_7_600_16000
0.42,0.977,7.96,2.98,2,9,600,1000,lammps_0.977_0.42_7.96_2.98_2_9_600_1000
0.75,0.977,5.1,1.27,2,5,1000,5000,lammps_0.977_0.75_5.10_1.27_2_5_1000_5000
0.4,0.977,4.59,2.66,1,10,800,3000,lammps_0.977_0.40_4.59_2.66_1_10_800_3000
0.0,0.977,5.05,1.11,4,2,1000,1000,lammps_0.977_0.00_5.05_1.11_4_2_1000_1000
0.05,0.977,1.22,0.69,4,7,600,138000,lammps_0.977_0.05_1.22_0.69_4_7_600_138000
0.06,0.977,4.01,0.99,4,2,700,207000,lammps_0.977_0.06_4.01_0.99_4_2_700_207000
0.12,0.977,0.89,1.46,4,2,700,69000,lammps_0.977_0.12_0.89_1.46_4_2_700_69000
0.25,0.977,4.49,3.25,4,2,500,1000,lammps_0.977_0.25_4.49_3.25_4_2_500_1000
0.29,0.977,1.32,3.44,3,4,500,107000,lammps_0.977_0.29_1.32_3.44_3_4_500_107000
0.31,0.977,0.98,0.86,1,8,500,16000,lammps_0.977_0.31_0.98_0.86_1_8_500_16000
0.41,0.977,0.55,2.09,2,8,500,11000,lammps_0.977_0.41_0.55_2.09_2_8_500_11000
0.33,0.977,3.9,2.83,2,9,400,160000,lammps_0.977_0.33_3.90_2.83_2_9_400_160000
0.34,0.977,1.1,1.52,2,11,300,25000,lammps_0.977_0.34_1.10_1.52_2_11_300_25000
0.35,0.977,5.13,0.78,1,13,600,2000,lammps_0.977_0.35_5.13_0.78_1_13_600_2000
0.36,0.977,4.46,0.19,1,11,600,5000,lammps_0.977_0.36_4.46_0.19_1_11_600_5000
0.37,0.977,1.35,2.48,1,15,300,17000,lammps_0.977_0.37_1.35_2.48_1_15_300_17000
