n,Egb,dx,dy,rx,ry,T,steps,f
0.42,1.06,5.36,2.57,1,12,900,22000,lammps_1.060_0.42_5.36_2.57_1_12_900_22000
0.18,1.06,7.25,1.34,4,7,1200,13000,lammps_1.060_0.18_7.25_1.34_4_7_1200_13000
0.19,1.06,7.37,0.5,3,6,800,6000,lammps_1.060_0.19_7.37_0.50_3_6_800_6000
0.2,1.06,0.85,2.38,4,5,1200,86000,lammps_1.060_0.20_0.85_2.38_4_5_1200_86000
0.21,1.06,2.87,3.47,1,7,800,60000,lammps_1.060_0.21_2.87_3.47_1_7_800_60000
0.25,1.06,2.62,3.33,2,2,800,4000,lammps_1.060_0.25_2.62_3.33_2_2_800_4000
0.28,1.06,0.77,0.56,3,3,1200,1000,lammps_1.060_0.28_0.77_0.56_3_3_1200_1000
0.0,1.06,1.75,0.93,1,5,1000,219000,lammps_1.060_0.00_1.75_0.93_1_5_1000_219000
0.34,1.06,6.94,0.45,2,11,1200,12000,lammps_1.060_0.34_6.94_0.45_2_11_1200_12000
0.35,1.06,3.39,1.87,2,12,1100,57000,lammps_1.060_0.35_3.39_1.87_2_12_1100_57000
0.37,1.06,5.14,1.43,1,15,1200,101000,lammps_1.060_0.37_5.14_1.43_1_15_1200_101000
0.38,1.06,3.48,1.41,2,8,1100,2000,lammps_1.060_0.38_3.48_1.41_2_8_1100_2000
0.39,1.06,6.91,1.78,1,14,1200,2000,lammps_1.060_0.39_6.91_1.78_1_14_1200_2000
0.4,1.06,4.79,3.18,2,5,1100,130000,lammps_1.060_0.40_4.79_3.18_2_5_1100_130000
0.29,1.06,2.21,3.16,1,7,1200,2000,lammps_1.060_0.29_2.21_3.16_1_7_1200_2000
0.44,1.061,1.59,3.38,2,4,1200,19000,lammps_1.061_0.44_1.59_3.38_2_4_1200_19000
0.45,1.061,1.8,0.37,1,10,1000,16000,lammps_1.061_0.45_1.80_0.37_1_10_1000_16000
0.46,1.061,6.3,1.69,1,12,1100,31000,lammps_1.061_0.46_6.30_1.69_1_12_1100_31000
0.5,1.061,5.12,1.19,1,5,1000,3000,lammps_1.061_0.50_5.12_1.19_1_5_1000_3000
0.52,1.061,5.54,2.11,2,11,1000,9000,lammps_1.061_0.52_5.54_2.11_2_11_1000_9000
0.58,1.061,4.82,1.29,2,3,1100,1000,lammps_1.061_0.58_4.82_1.29_2_3_1100_1000
0.55,1.061,0.17,0.9,1,10,1000,1000,lammps_1.061_0.55_0.17_0.90_1_10_1000_1000
0.57,1.061,6.78,2.87,2,7,800,3000,lammps_1.061_0.57_6.78_2.87_2_7_800_3000
0.6,1.061,4.04,1.95,1,5,1300,2000,lammps_1.061_0.60_4.04_1.95_1_5_1300_2000
0.87,1.061,4.96,3.48,3,5,1300,84000,lammps_1.061_0.87_4.96_3.48_3_5_1300_84000
0.42,1.061,0.47,3.32,2,3,1200,2000,lammps_1.061_0.42_0.47_3.32_2_3_1200_2000
0.53,1.061,2.39,1.76,4,4,400,1000,lammps_1.061_0.53_2.39_1.76_4_4_400_1000
0.4,1.061,2.41,3.56,1,5,1100,15000,lammps_1.061_0.40_2.41_3.56_1_5_1100_15000
0.39,1.061,3.3,0.88,1,9,1200,1000,lammps_1.061_0.39_3.30_0.88_1_9_1200_1000
0.38,1.061,1.39,1.71,2,6,1200,29000,lammps_1.061_0.38_1.39_1.71_2_6_1200_29000
0.04,1.061,1.9,2.02,4,3,600,3000,lammps_1.061_0.04_1.90_2.02_4_3_600_3000
0.07,1.061,3.46,2.45,2,10,1000,9000,lammps_1.061_0.07_3.46_2.45_2_10_1000_9000
0.1,1.061,1.98,2.79,3,7,1100,6000,lammps_1.061_0.10_1.98_2.79_3_7_1100_6000
0.15,1.061,4.63,1.22,2,5,1300,2000,lammps_1.061_0.15_4.63_1.22_2_5_1300_2000
0.2,1.061,3.64,3.46,1,5,1300,6000,lammps_1.061_0.20_3.64_3.46_1_5_1300_6000
0.12,1.061,3.14,0.88,2,2,1100,97000,lammps_1.061_0.12_3.14_0.88_2_2_1100_97000
0.29,1.061,7.63,0.36,2,6,1300,1000,lammps_1.061_0.29_7.63_0.36_2_6_1300_1000
0.33,1.061,0.23,1.64,1,6,1200,30000,lammps_1.061_0.33_0.23_1.64_1_6_1200_30000
0.34,1.061,5.06,1.62,2,8,1200,1000,lammps_1.061_0.34_5.06_1.62_2_8_1200_1000
0.35,1.061,3.27,1.21,2,5,700,1000,lammps_1.061_0.35_3.27_1.21_2_5_700_1000
0.36,1.061,2.88,0.54,1,11,1100,29000,lammps_1.061_0.36_2.88_0.54_1_11_1100_29000
0.25,1.061,6.13,2.26,2,2,1200,37000,lammps_1.061_0.25_6.13_2.26_2_2_1200_37000
0.55,1.062,2.97,1.82,1,10,1300,2000,lammps_1.062_0.55_2.97_1.82_1_10_1300_2000
0.46,1.062,4.56,1.12,1,12,1300,275000,lammps_1.062_0.46_4.56_1.12_1_12_1300_275000
0.47,1.062,2.64,0.75,2,8,1100,4000,lammps_1.062_0.47_2.64_0.75_2_8_1100_4000
0.5,1.062,7.14,1.09,1,10,900,260000,lammps_1.062_0.50_7.14_1.09_1_10_900_260000
0.52,1.062,1.15,0.5,2,12,1300,117000,lammps_1.062_0.52_1.15_0.50_2_12_1300_117000
0.54,1.062,6.88,0.94,1,12,1000,69000,lammps_1.062_0.54_6.88_0.94_1_12_1000_69000
0.57,1.062,0.72,2.68,1,7,1300,115000,lammps_1.062_0.57_0.72_2.68_1_7_1300_115000
0.78,1.062,4.3,2.63,3,3,1100,7000,lammps_1.062_0.78_4.30_2.63_3_3_1100_7000
0.69,1.062,5.29,0.28,2,4,1300,4000,lammps_1.062_0.69_5.29_0.28_2_4_1300_4000
0.73,1.062,3.0,0.63,3,5,1300,2000,lammps_1.062_0.73_3.00_0.63_3_5_1300_2000
0.74,1.062,5.07,1.09,3,7,1300,14000,lammps_1.062_0.74_5.07_1.09_3_7_1300_14000
0.94,1.062,7.14,3.13,4,2,1200,16000,lammps_1.062_0.94_7.14_3.13_4_2_1200_16000
0.75,1.062,0.91,0.93,2,2,1100,37000,lammps_1.062_0.75_0.91_0.93_2_2_1100_37000
0.45,1.062,5.77,1.57,1,10,1200,11000,lammps_1.062_0.45_5.77_1.57_1_10_1200_11000
0.86,1.062,4.67,0.87,3,6,1300,9000,lammps_1.062_0.86_4.67_0.87_3_6_1300_9000
0.62,1.062,2.71,1.61,4,1,400,7000,lammps_1.062_0.62_2.71_1.61_4_1_400_7000
0.44,1.062,4.67,1.94,2,9,1200,7000,lammps_1.062_0.44_4.67_1.94_2_9_1200_7000
0.08,1.062,7.58,3.5,1,6,1300,21000,lammps_1.062_0.08_7.58_3.50_1_6_1300_21000
0.4,1.062,0.33,1.34,2,5,1200,3000,lammps_1.062_0.40_0.33_1.34_2_5_1200_3000
0.43,1.062,4.27,1.26,1,7,1000,2000,lammps_1.062_0.43_4.27_1.26_1_7_1000_2000
0.04,1.062,2.0,2.72,2,7,900,3000,lammps_1.062_0.04_2.00_2.72_2_7_900_3000
0.06,1.062,2.68,3.17,3,3,1300,2000,lammps_1.062_0.06_2.68_3.17_3_3_1300_2000
0.07,1.062,4.89,2.78,2,7,1200,36000,lammps_1.062_0.07_4.89_2.78_2_7_1200_36000
0.12,1.062,7.11,3.27,2,4,1300,179000,lammps_1.062_0.12_7.11_3.27_2_4_1300_179000
0.2,1.062,2.58,3.34,2,5,900,7000,lammps_1.062_0.20_2.58_3.34_2_5_900_7000
0.25,1.062,5.61,3.11,2,2,1300,115000,lammps_1.062_0.25_5.61_3.11_2_2_1300_115000
0.1,1.062,2.51,0.54,1,5,1000,16000,lammps_1.062_0.10_2.51_0.54_1_5_1000_16000
0.31,1.062,7.55,2.04,2,4,900,243000,lammps_1.062_0.31_7.55_2.04_2_4_900_243000
0.33,1.062,3.04,1.76,1,6,1300,230000,lammps_1.062_0.33_3.04_1.76_1_6_1300_230000
0.34,1.062,4.66,0.22,2,14,1100,2000,lammps_1.062_0.34_4.66_0.22_2_14_1100_2000
0.35,1.062,6.8,0.7,2,12,1200,10000,lammps_1.062_0.35_6.80_0.70_2_12_1200_10000
0.37,1.062,5.59,2.54,1,15,1200,7000,lammps_1.062_0.37_5.59_2.54_1_15_1200_7000
0.38,1.062,3.68,1.54,2,2,1200,2000,lammps_1.062_0.38_3.68_1.54_2_2_1200_2000
0.3,1.062,7.34,3.43,1,5,1000,2000,lammps_1.062_0.30_7.34_3.43_1_5_1000_2000
0.55,1.063,2.15,0.93,2,10,900,10000,lammps_1.063_0.55_2.15_0.93_2_10_900_10000
0.93,1.063,1.27,2.1,1,7,1300,219000,lammps_1.063_0.93_1.27_2.10_1_7_1300_219000
0.46,1.063,5.17,2.15,2,6,1200,255000,lammps_1.063_0.46_5.17_2.15_2_6_1200_255000
0.5,1.063,6.6,2.85,2,3,1200,121000,lammps_1.063_0.50_6.60_2.85_2_3_1200_121000
0.53,1.063,2.82,0.96,3,5,1100,2000,lammps_1.063_0.53_2.82_0.96_3_5_1100_2000
0.54,1.063,7.76,1.48,1,12,1200,1000,lammps_1.063_0.54_7.76_1.48_1_12_1200_1000
0.57,1.063,0.43,0.25,1,14,1100,2000,lammps_1.063_0.57_0.43_0.25_1_14_1100_2000
0.92,1.063,3.05,0.8,3,2,1100,40000,lammps_1.063_0.92_3.05_0.80_3_2_1100_40000
0.61,1.063,5.82,3.39,3,6,1300,11000,lammps_1.063_0.61_5.82_3.39_3_6_1300_11000
0.62,1.063,7.19,3.36,4,1,1200,5000,lammps_1.063_0.62_7.19_3.36_4_1_1200_5000
0.67,1.063,1.45,3.39,3,5,1300,34000,lammps_1.063_0.67_1.45_3.39_3_5_1300_34000
0.83,1.063,7.91,3.57,1,3,1100,0,lammps_1.063_0.83_7.91_3.57_1_3_1100_0
0.88,1.063,0.59,3.42,1,4,700,3000,lammps_1.063_0.88_0.59_3.42_1_4_700_3000
0.9,1.063,5.28,1.12,2,5,1100,2000,lammps_1.063_0.90_5.28_1.12_2_5_1100_2000
0.45,1.063,2.66,2.07,1,10,1200,3000,lammps_1.063_0.45_2.66_2.07_1_10_1200_3000
0.58,1.063,5.93,2.88,2,3,1200,9000,lammps_1.063_0.58_5.93_2.88_2_3_1200_9000
0.44,1.063,2.71,0.64,4,4,1300,13000,lammps_1.063_0.44_2.71_0.64_4_4_1300_13000
0.41,1.063,0.49,0.19,2,8,800,261000,lammps_1.063_0.41_0.49_0.19_2_8_800_261000
0.42,1.063,2.15,2.8,2,6,1100,52000,lammps_1.063_0.42_2.15_2.80_2_6_1100_52000
0.0,1.063,0.86,0.23,3,1,1100,12000,lammps_1.063_0.00_0.86_0.23_3_1_1100_12000
0.06,1.063,5.89,0.73,3,3,1200,4000,lammps_1.063_0.06_5.89_0.73_3_3_1200_4000
0.08,1.063,6.38,2.81,3,2,1000,32000,lammps_1.063_0.08_6.38_2.81_3_2_1000_32000
0.12,1.063,1.34,1.44,2,4,900,60000,lammps_1.063_0.12_1.34_1.44_2_4_900_60000
0.25,1.063,0.85,0.63,1,2,800,8000,lammps_1.063_0.25_0.85_0.63_1_2_800_8000
0.28,1.063,3.23,2.85,4,5,900,2000,lammps_1.063_0.28_3.23_2.85_4_5_900_2000
0.29,1.063,5.78,1.03,2,6,1100,27000,lammps_1.063_0.29_5.78_1.03_2_6_1100_27000
0.43,1.063,0.43,2.53,2,11,1300,3000,lammps_1.063_0.43_0.43_2.53_2_11_1300_3000
0.33,1.063,5.38,2.12,1,9,1000,19000,lammps_1.063_0.33_5.38_2.12_1_9_1000_19000
0.34,1.063,1.84,1.33,2,11,1300,203000,lammps_1.063_0.34_1.84_1.33_2_11_1300_203000
0.35,1.063,5.18,1.54,1,10,1300,1000,lammps_1.063_0.35_5.18_1.54_1_10_1300_1000
0.36,1.063,4.76,3.1,2,7,1200,8000,lammps_1.063_0.36_4.76_3.10_2_7_1200_8000
0.38,1.063,0.59,3.04,1,12,900,2000,lammps_1.063_0.38_0.59_3.04_1_12_900_2000
0.39,1.063,2.09,3.48,1,14,1100,5000,lammps_1.063_0.39_2.09_3.48_1_14_1100_5000
0.32,1.063,4.54,1.27,2,7,900,3000,lammps_1.063_0.32_4.54_1.27_2_7_900_3000
0.47,1.064,3.25,0.87,2,8,1200,181000,lammps_1.064_0.47_3.25_0.87_2_8_1200_181000
0.48,1.064,6.3,2.26,2,12,1300,48000,lammps_1.064_0.48_6.30_2.26_2_12_1300_48000
0.5,1.064,7.93,0.53,1,5,1000,140000,lammps_1.064_0.50_7.93_0.53_1_5_1000_140000
0.53,1.064,5.94,1.24,1,15,1200,112000,lammps_1.064_0.53_5.94_1.24_1_15_1200_112000
0.54,1.064,4.26,1.42,1,12,1200,13000,lammps_1.064_0.54_4.26_1.42_1_12_1200_13000
0.55,1.064,6.72,3.15,2,14,1200,12000,lammps_1.064_0.55_6.72_3.15_2_14_1200_12000
0.56,1.064,2.21,0.75,1,8,600,20000,lammps_1.064_0.56_2.21_0.75_1_8_600_20000
0.61,1.064,7.72,3.04,2,7,1200,210000,lammps_1.064_0.61_7.72_3.04_2_7_1200_210000
0.58,1.064,2.5,2.16,1,12,1100,7000,lammps_1.064_0.58_2.50_2.16_1_12_1100_7000
0.62,1.064,2.26,2.8,2,2,900,3000,lammps_1.064_0.62_2.26_2.80_2_2_900_3000
0.64,1.064,2.87,3.5,3,6,1200,257000,lammps_1.064_0.64_2.87_3.50_3_6_1200_257000
0.78,1.064,1.6,0.02,4,4,1300,60000,lammps_1.064_0.78_1.60_0.02_4_4_1300_60000
0.95,1.064,5.71,0.17,4,7,1100,22000,lammps_1.064_0.95_5.71_0.17_4_7_1100_22000
0.46,1.064,3.37,2.41,3,4,1200,8000,lammps_1.064_0.46_3.37_2.41_3_4_1200_8000
0.57,1.064,4.71,2.5,1,15,1000,2000,lammps_1.064_0.57_4.71_2.50_1_15_1000_2000
0.44,1.064,7.63,1.36,1,9,1100,2000,lammps_1.064_0.44_7.63_1.36_1_9_1100_2000
0.75,1.064,1.54,2.28,2,3,1100,8000,lammps_1.064_0.75_1.54_2.28_2_3_1100_8000
0.42,1.064,6.89,1.0,2,13,1200,271000,lammps_1.064_0.42_6.89_1.00_2_13_1200_271000
0.0,1.064,3.75,2.83,3,3,1300,8000,lammps_1.064_0.00_3.75_2.83_3_3_1300_8000
0.05,1.064,5.84,0.19,2,5,700,1000,lammps_1.064_0.05_5.84_0.19_2_5_700_1000
0.09,1.064,1.96,1.41,4,7,1200,236000,lammps_1.064_0.09_1.96_1.41_4_7_1200_236000
0.12,1.064,0.01,3.48,3,7,1200,14000,lammps_1.064_0.12_0.01_3.48_3_7_1200_14000
0.17,1.064,1.19,2.6,3,1,900,3000,lammps_1.064_0.17_1.19_2.60_3_1_900_3000
0.31,1.064,1.76,1.55,2,4,1300,2000,lammps_1.064_0.31_1.76_1.55_2_4_1300_2000
0.32,1.064,1.46,1.3,1,11,900,4000,lammps_1.064_0.32_1.46_1.30_1_11_900_4000
0.04,1.064,0.14,1.03,4,6,1000,3000,lammps_1.064_0.04_0.14_1.03_4_6_1000_3000
0.34,1.064,1.71,2.34,2,14,1200,3000,lammps_1.064_0.34_1.71_2.34_2_14_1200_3000
0.33,1.064,2.16,1.66,1,15,1100,152000,lammps_1.064_0.33_2.16_1.66_1_15_1100_152000
0.4,1.064,1.16,3.22,2,10,1200,8000,lammps_1.064_0.40_1.16_3.22_2_10_1200_8000
0.39,1.064,3.85,2.24,1,9,1000,104000,lammps_1.064_0.39_3.85_2.24_1_9_1000_104000
0.43,1.064,2.47,2.12,1,14,900,5000,lammps_1.064_0.43_2.47_2.12_1_14_900_5000
0.36,1.064,4.03,2.09,1,7,900,8000,lammps_1.064_0.36_4.03_2.09_1_7_900_8000
0.35,1.064,3.45,2.71,1,10,900,3000,lammps_1.064_0.35_3.45_2.71_1_10_900_3000
0.38,1.064,5.41,0.44,2,4,900,127000,lammps_1.064_0.38_5.41_0.44_2_4_900_127000
0.93,1.065,5.93,1.2,2,7,1100,1000,lammps_1.065_0.93_5.93_1.20_2_7_1100_1000
0.43,1.065,2.46,0.14,1,15,1200,77000,lammps_1.065_0.43_2.46_0.14_1_15_1200_77000
0.44,1.065,7.2,0.75,1,8,800,33000,lammps_1.065_0.44_7.20_0.75_1_8_800_33000
0.46,1.065,2.26,1.34,2,6,1100,29000,lammps_1.065_0.46_2.26_1.34_2_6_1100_29000
0.5,1.065,1.68,1.29,1,6,800,4000,lammps_1.065_0.50_1.68_1.29_1_6_800_4000
0.52,1.065,0.54,1.97,2,11,1300,276000,lammps_1.065_0.52_0.54_1.97_2_11_1300_276000
0.53,1.065,6.89,0.73,2,9,1200,9000,lammps_1.065_0.53_6.89_0.73_2_9_1200_9000
0.55,1.065,2.39,2.65,1,10,1300,0,lammps_1.065_0.55_2.39_2.65_1_10_1300_0
0.56,1.065,6.98,0.57,1,9,1300,271000,lammps_1.065_0.56_6.98_0.57_1_9_1300_271000
0.75,1.065,1.55,0.66,3,6,1200,14000,lammps_1.065_0.75_1.55_0.66_3_6_1200_14000
0.79,1.065,6.96,0.51,3,4,1300,60000,lammps_1.065_0.79_6.96_0.51_3_4_1300_60000
0.9,1.065,1.63,0.18,2,5,1100,132000,lammps_1.065_0.90_1.63_0.18_2_5_1100_132000
0.42,1.065,6.17,3.31,2,3,1200,25000,lammps_1.065_0.42_6.17_3.31_2_3_1200_25000
0.54,1.065,0.34,3.31,2,7,1300,53000,lammps_1.065_0.54_0.34_3.31_2_7_1300_53000
0.6,1.065,0.32,1.02,2,5,1100,248000,lammps_1.065_0.60_0.32_1.02_2_5_1100_248000
0.38,1.065,2.73,0.66,2,4,1200,60000,lammps_1.065_0.38_2.73_0.66_2_4_1200_60000
0.37,1.065,3.59,0.03,1,15,1200,10000,lammps_1.065_0.37_3.59_0.03_1_15_1200_10000
0.4,1.065,0.3,2.91,2,5,1300,271000,lammps_1.065_0.40_0.30_2.91_2_5_1300_271000
0.0,1.065,4.73,0.18,2,6,1200,7000,lammps_1.065_0.00_4.73_0.18_2_6_1200_7000
0.05,1.065,5.89,2.46,4,5,1200,13000,lammps_1.065_0.05_5.89_2.46_4_5_1200_13000
0.08,1.065,5.28,2.19,2,6,1300,55000,lammps_1.065_0.08_5.28_2.19_2_6_1300_55000
0.11,1.065,2.75,0.24,2,7,1000,32000,lammps_1.065_0.11_2.75_0.24_2_7_1000_32000
0.14,1.065,0.08,1.75,3,6,1200,7000,lammps_1.065_0.14_0.08_1.75_3_6_1200_7000
0.1,1.065,2.52,0.13,2,5,1200,16000,lammps_1.065_0.10_2.52_0.13_2_5_1200_16000
0.25,1.065,0.48,0.01,1,2,1100,5000,lammps_1.065_0.25_0.48_0.01_1_2_1100_5000
0.29,1.065,5.46,3.43,4,3,1100,11000,lammps_1.065_0.29_5.46_3.43_4_3_1100_11000
0.31,1.065,2.42,1.36,3,7,900,0,lammps_1.065_0.31_2.42_1.36_3_7_900_0
0.32,1.065,5.87,0.49,1,11,1200,65000,lammps_1.065_0.32_5.87_0.49_1_11_1200_65000
0.33,1.065,2.2,0.33,1,6,1000,4000,lammps_1.065_0.33_2.20_0.33_1_6_1000_4000
0.36,1.065,7.82,2.34,1,14,1200,227000,lammps_1.065_0.36_7.82_2.34_1_14_1200_227000
0.15,1.065,5.9,1.23,2,5,1200,9000,lammps_1.065_0.15_5.90_1.23_2_5_1200_9000
0.57,1.066,0.31,2.5,2,7,1100,28000,lammps_1.066_0.57_0.31_2.50_2_7_1100_28000
0.5,1.066,6.06,0.64,1,12,1300,1000,lammps_1.066_0.50_6.06_0.64_1_12_1300_1000
0.54,1.066,4.72,3.38,2,12,1200,48000,lammps_1.066_0.54_4.72_3.38_2_12_1200_48000
0.55,1.066,0.53,2.83,2,10,1200,6000,lammps_1.066_0.55_0.53_2.83_2_10_1200_6000
0.56,1.066,7.4,0.21,1,8,1300,51000,lammps_1.066_0.56_7.40_0.21_1_8_1300_51000
0.58,1.066,2.33,0.93,1,12,1200,14000,lammps_1.066_0.58_2.33_0.93_1_12_1200_14000
0.48,1.066,5.0,0.81,2,14,1200,16000,lammps_1.066_0.48_5.00_0.81_2_14_1200_16000
0.72,1.066,5.41,0.15,4,5,1200,10000,lammps_1.066_0.72_5.41_0.15_4_5_1200_10000
0.75,1.066,3.92,2.21,2,3,1200,125000,lammps_1.066_0.75_3.92_2.21_2_3_1200_125000
0.81,1.066,4.57,0.17,3,6,1300,4000,lammps_1.066_0.81_4.57_0.17_3_6_1300_4000
0.86,1.066,0.69,3.47,4,7,1200,39000,lammps_1.066_0.86_0.69_3.47_4_7_1200_39000
0.92,1.066,4.21,3.41,2,3,900,208000,lammps_1.066_0.92_4.21_3.41_2_3_900_208000
0.98,1.066,7.48,2.59,4,6,1200,192000,lammps_1.066_0.98_7.48_2.59_4_6_1200_192000
0.67,1.066,0.48,3.38,4,3,1300,8000,lammps_1.066_0.67_0.48_3.38_4_3_1300_8000
0.47,1.066,6.4,0.51,2,8,1300,60000,lammps_1.066_0.47_6.40_0.51_2_8_1300_60000
0.38,1.066,0.44,0.53,3,4,1100,27000,lammps_1.066_0.38_0.44_0.53_3_4_1100_27000
0.44,1.066,4.53,1.77,4,2,1200,16000,lammps_1.066_0.44_4.53_1.77_4_2_1200_16000
0.0,1.066,0.8,0.97,1,6,1200,73000,lammps_1.066_0.00_0.80_0.97_1_6_1200_73000
0.12,1.066,1.99,0.18,4,3,1300,2000,lammps_1.066_0.12_1.99_0.18_4_3_1300_2000
0.25,1.066,2.91,0.81,4,4,1300,13000,lammps_1.066_0.25_2.91_0.81_4_4_1300_13000
0.27,1.066,0.02,3.08,4,7,1300,5000,lammps_1.066_0.27_0.02_3.08_4_7_1300_5000
0.32,1.066,1.77,2.61,1,11,1100,105000,lammps_1.066_0.32_1.77_2.61_1_11_1100_105000
0.33,1.066,0.7,2.69,2,3,1100,272000,lammps_1.066_0.33_0.70_2.69_2_3_1100_272000
0.08,1.066,6.01,3.34,4,6,1000,6000,lammps_1.066_0.08_6.01_3.34_4_6_1000_6000
0.35,1.066,7.52,3.44,2,13,1200,3000,lammps_1.066_0.35_7.52_3.44_2_13_1200_3000
0.45,1.066,1.95,0.64,2,14,1200,4000,lammps_1.066_0.45_1.95_0.64_2_14_1200_4000
0.4,1.066,4.2,0.49,2,10,1300,20000,lammps_1.066_0.40_4.20_0.49_2_10_1300_20000
0.41,1.066,3.29,2.85,2,8,1100,14000,lammps_1.066_0.41_3.29_2.85_2_8_1100_14000
0.42,1.066,7.14,0.95,1,12,1000,11000,lammps_1.066_0.42_7.14_0.95_1_12_1000_11000
0.43,1.066,1.64,1.06,1,7,1000,1000,lammps_1.066_0.43_1.64_1.06_1_7_1000_1000
0.34,1.066,5.66,3.34,4,4,900,6000,lammps_1.066_0.34_5.66_3.34_4_4_900_6000
0.44,1.067,0.06,3.38,2,8,1100,81000,lammps_1.067_0.44_0.06_3.38_2_8_1100_81000
0.45,1.067,3.29,1.26,2,5,1200,26000,lammps_1.067_0.45_3.29_1.26_2_5_1200_26000
0.47,1.067,6.05,2.51,2,9,1300,290000,lammps_1.067_0.47_6.05_2.51_2_9_1300_290000
0.48,1.067,0.71,2.53,2,11,900,236000,lammps_1.067_0.48_0.71_2.53_2_11_900_236000
0.5,1.067,4.53,3.14,1,7,1100,3000,lammps_1.067_0.50_4.53_3.14_1_7_1100_3000
0.67,1.067,2.24,2.1,1,6,300,7000,lammps_1.067_0.67_2.24_2.10_1_6_300_7000
0.57,1.067,4.72,2.62,2,15,1300,16000,lammps_1.067_0.57_4.72_2.62_2_15_1300_16000
0.58,1.067,7.08,1.27,1,13,1300,218000,lammps_1.067_0.58_7.08_1.27_1_13_1300_218000
0.8,1.067,3.74,3.01,1,5,1300,28000,lammps_1.067_0.80_3.74_3.01_1_5_1300_28000
0.85,1.067,6.01,3.36,2,5,1200,115000,lammps_1.067_0.85_6.01_3.36_2_5_1200_115000
0.43,1.067,6.62,0.11,1,7,1200,171000,lammps_1.067_0.43_6.62_0.11_1_7_1200_171000
0.53,1.067,3.78,0.4,2,10,1300,11000,lammps_1.067_0.53_3.78_0.40_2_10_1300_11000
0.42,1.067,2.15,1.15,1,6,700,2000,lammps_1.067_0.42_2.15_1.15_1_6_700_2000
0.88,1.067,5.39,2.89,4,1,1300,221000,lammps_1.067_0.88_5.39_2.89_4_1_1300_221000
0.4,1.067,4.88,1.89,2,5,1200,82000,lammps_1.067_0.40_4.88_1.89_2_5_1200_82000
0.0,1.067,5.28,2.72,4,6,1300,85000,lammps_1.067_0.00_5.28_2.72_4_6_1300_85000
0.05,1.067,6.98,2.55,3,7,1100,271000,lammps_1.067_0.05_6.98_2.55_3_7_1100_271000
0.17,1.067,5.22,0.97,3,7,1300,8000,lammps_1.067_0.17_5.22_0.97_3_7_1300_8000
0.18,1.067,7.5,0.65,2,7,1200,3000,lammps_1.067_0.18_7.50_0.65_2_7_1200_3000
0.25,1.067,6.68,0.07,4,1,1200,22000,lammps_1.067_0.25_6.68_0.07_4_1_1200_22000
0.29,1.067,1.93,1.1,2,6,1100,3000,lammps_1.067_0.29_1.93_1.10_2_6_1100_3000
0.41,1.067,7.4,2.93,1,11,1000,1000,lammps_1.067_0.41_7.40_2.93_1_11_1000_1000
0.32,1.067,7.26,2.64,2,7,1000,16000,lammps_1.067_0.32_7.26_2.64_2_7_1000_16000
0.33,1.067,0.11,2.88,2,12,1100,34000,lammps_1.067_0.33_0.11_2.88_2_12_1100_34000
0.35,1.067,3.72,2.9,2,5,1300,7000,lammps_1.067_0.35_3.72_2.90_2_5_1300_7000
0.37,1.067,3.0,1.38,2,15,1300,63000,lammps_1.067_0.37_3.00_1.38_2_15_1300_63000
0.38,1.067,1.12,1.41,2,4,1200,6000,lammps_1.067_0.38_1.12_1.41_2_4_1200_6000
0.31,1.067,4.79,3.06,3,7,1200,64000,lammps_1.067_0.31_4.79_3.06_3_7_1200_64000
0.44,1.068,5.5,0.15,2,12,1200,59000,lammps_1.068_0.44_5.50_0.15_2_12_1200_59000
0.46,1.068,5.85,0.38,1,12,1200,49000,lammps_1.068_0.46_5.85_0.38_1_12_1200_49000
0.47,1.068,6.15,3.07,4,5,1200,153000,lammps_1.068_0.47_6.15_3.07_4_5_1200_153000
0.48,1.068,2.45,1.35,2,15,1200,6000,lammps_1.068_0.48_2.45_1.35_2_15_1200_6000
0.5,1.068,0.27,1.02,1,4,1200,4000,lammps_1.068_0.50_0.27_1.02_1_4_1200_4000
0.53,1.068,5.15,0.96,2,8,1000,7000,lammps_1.068_0.53_5.15_0.96_2_8_1000_7000
0.62,1.068,5.08,1.94,4,1,1200,33000,lammps_1.068_0.62_5.08_1.94_4_1_1200_33000
0.6,1.068,6.36,3.59,1,5,900,261000,lammps_1.068_0.60_6.36_3.59_1_5_900_261000
0.71,1.068,5.93,0.32,4,6,1200,30000,lammps_1.068_0.71_5.93_0.32_4_6_1200_30000
0.83,1.068,1.11,2.38,3,1,1200,37000,lammps_1.068_0.83_1.11_2.38_3_1_1200_37000
0.88,1.068,0.92,1.98,4,1,600,2000,lammps_1.068_0.88_0.92_1.98_4_1_600_2000
0.43,1.068,8.03,0.9,2,14,1300,12000,lammps_1.068_0.43_8.03_0.90_2_14_1300_12000
0.56,1.068,6.03,0.34,1,8,1100,24000,lammps_1.068_0.56_6.03_0.34_1_8_1100_24000
0.89,1.068,6.09,1.91,3,3,1100,50000,lammps_1.068_0.89_6.09_1.91_3_3_1100_50000
0.41,1.068,7.93,2.65,2,8,1000,81000,lammps_1.068_0.41_7.93_2.65_2_8_1000_81000
0.4,1.068,7.82,1.71,1,10,900,106000,lammps_1.068_0.40_7.82_1.71_1_10_900_106000
0.42,1.068,4.13,0.65,1,6,1100,55000,lammps_1.068_0.42_4.13_0.65_1_6_1100_55000
