n,Egb
0.5,2.661
0.6,2.661
0.0,2.661
0.07,2.661
0.12,2.661
0.14,2.661
0.17,2.661
0.08,2.661
0.21,2.661
0.25,2.661
0.28,2.661
0.32,2.661
0.37,2.661
0.47,2.661
0.19,2.661
0.67,2.662
0.5,2.662
0.53,2.662
0.56,2.662
0.57,2.662
0.65,2.662
0.66,2.662
0.69,2.662
0.89,2.662
0.75,2.662
0.77,2.662
0.8,2.662
0.81,2.662
0.82,2.662
0.83,2.662
0.95,2.662
0.44,2.662
0.7,2.662
0.42,2.662
0.0,2.662
0.33,2.662
0.04,2.662
0.07,2.662
0.08,2.662
0.1,2.662
0.11,2.662
0.12,2.662
0.13,2.662
0.03,2.662
0.17,2.662
0.15,2.662
0.3,2.662
0.28,2.662
0.4,2.662
0.25,2.662
0.2,2.662
0.19,2.662
0.27,2.662
0.65,2.663
0.67,2.663
0.7,2.663
0.71,2.663
0.72,2.663
0.73,2.663
0.74,2.663
0.78,2.663
0.8,2.663
0.87,2.663
0.89,2.663
0.94,2.663
0.97,2.663
0.62,2.663
0.75,2.663
0.86,2.663
0.5,2.663
0.4,2.663
0.44,2.663
0.0,2.663
0.04,2.663
0.08,2.663
0.1,2.663
0.12,2.663
0.07,2.663
0.19,2.663
0.2,2.663
0.23,2.663
0.25,2.663
0.27,2.663
0.33,2.663
0.14,2.663
0.67,2.664
0.96,2.664
0.56,2.664
0.58,2.664
0.62,2.664
0.64,2.664
0.66,2.664
0.71,2.664
0.89,2.664
0.75,2.664
0.79,2.664
0.8,2.664
0.86,2.664
0.88,2.664
0.94,2.664
0.45,2.664
0.74,2.664
0.43,2.664
0.5,2.664
0.38,2.664
0.4,2.664
0.0,2.664
0.03,2.664
0.04,2.664
0.05,2.664
0.08,2.664
0.1,2.664
0.14,2.664
0.06,2.664
0.21,2.664
0.25,2.664
0.3,2.664
0.31,2.664
0.33,2.664
0.34,2.664
0.35,2.664
0.17,2.664
0.82,2.665
0.65,2.665
0.67,2.665
0.7,2.665
0.75,2.665
0.78,2.665
0.79,2.665
0.83,2.665
0.96,2.665
0.88,2.665
0.89,2.665
0.9,2.665
0.92,2.665
0.93,2.665
0.94,2.665
0.95,2.665
0.6,2.665
0.87,2.665
0.58,2.665
0.63,2.665
0.5,2.665
0.54,2.665
0.0,2.665
0.05,2.665
0.07,2.665
0.1,2.665
0.12,2.665
0.14,2.665
0.15,2.665
0.17,2.665
0.11,2.665
0.29,2.665
0.3,2.665
0.35,2.665
0.4,2.665
0.43,2.665
0.46,2.665
0.47,2.665
0.2,2.665
0.67,2.666
0.65,2.666
0.64,2.666
0.62,2.666
0.57,2.666
0.58,2.666
0.56,2.666
0.7,2.666
0.6,2.666
0.71,2.666
0.95,2.666
0.77,2.666
0.83,2.666
0.84,2.666
0.85,2.666
0.86,2.666
0.89,2.666
0.93,2.666
0.94,2.666
0.98,2.666
0.54,2.666
0.72,2.666
0.5,2.666
0.8,2.666
0.41,2.666
0.44,2.666
0.0,2.666
0.04,2.666
0.07,2.666
0.08,2.666
0.1,2.666
0.11,2.666
0.12,2.666
0.17,2.666
0.18,2.666
0.05,2.666
0.22,2.666
0.2,2.666
0.36,2.666
0.3,2.666
0.29,2.666
0.33,2.666
0.26,2.666
0.25,2.666
0.24,2.666
0.27,2.666
0.4,2.666
0.53,2.667
0.68,2.667
0.54,2.667
0.58,2.667
0.59,2.667
0.5,2.667
0.6,2.667
0.62,2.667
0.78,2.667
0.72,2.667
0.75,2.667
0.77,2.667
0.8,2.667
0.83,2.667
0.88,2.667
0.44,2.667
0.92,2.667
0.7,2.667
0.42,2.667
0.71,2.667
0.38,2.667
0.0,2.667
0.06,2.667
0.07,2.667
0.08,2.667
0.09,2.667
0.1,2.667
0.11,2.667
0.12,2.667
0.04,2.667
0.15,2.667
0.14,2.667
0.33,2.667
0.27,2.667
0.4,2.667
0.22,2.667
0.2,2.667
0.17,2.667
0.25,2.667
0.56,2.668
0.59,2.668
0.63,2.668
0.67,2.668
0.7,2.668
0.71,2.668
0.73,2.668
0.75,2.668
0.84,2.668
0.86,2.668
0.93,2.668
0.5,2.668
0.72,2.668
0.83,2.668
0.47,2.668
0.38,2.668
0.42,2.668
0.0,2.668
0.03,2.668
0.06,2.668
0.07,2.668
0.02,2.668
0.1,2.668
0.11,2.668
0.16,2.668
0.2,2.668
0.25,2.668
0.08,2.668
0.68,2.669
0.46,2.669
0.47,2.669
0.5,2.669
0.56,2.669
0.58,2.669
0.67,2.669
0.97,2.669
0.87,2.669
0.78,2.669
0.8,2.669
0.81,2.669
0.85,2.669
0.89,2.669
0.9,2.669
0.42,2.669
0.76,2.669
0.4,2.669
0.18,2.669
0.31,2.669
0.33,2.669
0.0,2.669
0.06,2.669
0.08,2.669
0.1,2.669
0.12,2.669
0.14,2.669
0.03,2.669
0.2,2.669
0.22,2.669
0.24,2.669
0.25,2.669
0.26,2.669
0.28,2.669
0.3,2.669
0.17,2.669
0.7,2.67
0.75,2.67
0.8,2.67
0.81,2.67
0.83,2.67
0.93,2.67
0.89,2.67
0.92,2.67
0.95,2.67
0.67,2.67
0.84,2.67
0.6,2.67
0.56,2.67
0.06,2.67
0.5,2.67
0.44,2.67
0.3,2.67
0.25,2.67
0.2,2.67
0.17,2.67
0.14,2.67
0.11,2.67
0.1,2.67
0.05,2.67
0.0,2.67
0.55,2.67
0.73,2.671
0.71,2.671
0.67,2.671
0.58,2.671
0.62,2.671
0.6,2.671
0.74,2.671
0.66,2.671
0.75,2.671
0.96,2.671
0.8,2.671
0.83,2.671
0.87,2.671
0.9,2.671
0.92,2.671
0.97,2.671
0.98,2.671
0.78,2.671
0.57,2.671
0.09,2.671
0.5,2.671
0.0,2.671
0.56,2.671
0.07,2.671
0.08,2.671
0.1,2.671
0.11,2.671
0.12,2.671
0.14,2.671
0.05,2.671
0.22,2.671
0.33,2.671
0.37,2.671
0.42,2.671
0.44,2.671
0.45,2.671
0.47,2.671
0.21,2.671
0.71,2.672
0.72,2.672
0.75,2.672
0.78,2.672
0.79,2.672
0.8,2.672
0.97,2.672
0.85,2.672
0.9,2.672
0.92,2.672
0.93,2.672
0.95,2.672
0.68,2.672
0.81,2.672
0.67,2.672
0.1,2.672
0.62,2.672
0.65,2.672
0.0,2.672
0.07,2.672
0.11,2.672
0.17,2.672
0.3,2.672
0.08,2.672
0.36,2.672
0.4,2.672
0.44,2.672
0.47,2.672
0.5,2.672
0.6,2.672
0.33,2.672
0.79,2.673
0.6,2.673
0.67,2.673
0.7,2.673
0.71,2.673
0.75,2.673
0.78,2.673
0.8,2.673
0.93,2.673
0.85,2.673
0.86,2.673
0.87,2.673
0.91,2.673
0.92,2.673
0.54,2.673
0.95,2.673
0.97,2.673
0.82,2.673
0.53,2.673
0.59,2.673
0.49,2.673
0.5,2.673
0.0,2.673
0.1,2.673
0.11,2.673
0.12,2.673
0.14,2.673
0.17,2.673
0.2,2.673
0.13,2.673
0.23,2.673
0.21,2.673
0.44,2.673
0.33,2.673
0.3,2.673
0.48,2.673
0.25,2.673
0.24,2.673
0.28,2.673
0.71,2.674
0.44,2.674
0.53,2.674
0.6,2.674
0.65,2.674
0.69,2.674
0.7,2.674
0.75,2.674
0.4,2.674
0.82,2.674
0.83,2.674
0.85,2.674
0.87,2.674
0.89,2.674
0.9,2.674
0.93,2.674
0.95,2.674
0.8,2.674
0.3,2.674
0.78,2.674
0.21,2.674
0.03,2.674
0.04,2.674
0.05,2.674
0.06,2.674
0.07,2.674
0.08,2.674
0.09,2.674
0.1,2.674
0.0,2.674
0.11,2.674
0.12,2.674
0.13,2.674
0.14,2.674
0.16,2.674
0.17,2.674
0.19,2.674
0.2,2.674
0.25,2.674
0.73,2.675
0.7,2.675
0.57,2.675
0.67,2.675
0.58,2.675
0.75,2.675
0.69,2.675
0.76,2.675
0.86,2.675
0.82,2.675
0.85,2.675
0.87,2.675
0.91,2.675
0.93,2.675
0.95,2.675
0.56,2.675
0.8,2.675
0.52,2.675
0.5,2.675
0.0,2.675
0.51,2.675
0.04,2.675
0.05,2.675
0.06,2.675
0.07,2.675
0.11,2.675
0.12,2.675
0.08,2.675
0.17,2.675
0.2,2.675
0.25,2.675
0.3,2.675
0.33,2.675
0.41,2.675
0.43,2.675
0.15,2.675
0.58,2.676
0.44,2.676
0.45,2.676
0.47,2.676
0.5,2.676
0.52,2.676
0.6,2.676
0.4,2.676
0.68,2.676
0.7,2.676
0.75,2.676
0.78,2.676
0.8,2.676
0.93,2.676
0.62,2.676
0.38,2.676
0.88,2.676
0.3,2.676
0.33,2.676
0.0,2.676
0.03,2.676
0.04,2.676
0.07,2.676
0.08,2.676
0.1,2.676
0.06,2.676
0.14,2.676
0.17,2.676
0.19,2.676
0.2,2.676
0.23,2.676
0.25,2.676
0.11,2.676
0.63,2.677
0.53,2.677
0.55,2.677
0.57,2.677
0.58,2.677
0.6,2.677
0.62,2.677
0.67,2.677
0.89,2.677
0.75,2.677
0.8,2.677
0.81,2.677
0.83,2.677
0.88,2.677
0.5,2.677
0.92,2.677
0.73,2.677
0.47,2.677
0.86,2.677
0.44,2.677
0.46,2.677
0.03,2.677
0.05,2.677
0.06,2.677
0.07,2.677
0.08,2.677
0.16,2.677
0.17,2.677
0.0,2.677
0.22,2.677
0.23,2.677
0.3,2.677
0.33,2.677
0.34,2.677
0.35,2.677
0.38,2.677
0.39,2.677
0.2,2.677
0.46,2.678
0.5,2.678
0.62,2.678
0.67,2.678
0.71,2.678
0.73,2.678
0.78,2.678
0.86,2.678
0.8,2.678
0.83,2.678
0.89,2.678
0.9,2.678
0.93,2.678
0.94,2.678
0.79,2.678
0.42,2.678
0.31,2.678
0.2,2.678
0.33,2.678
0.0,2.678
0.03,2.678
0.05,2.678
0.07,2.678
0.08,2.678
0.06,2.678
0.1,2.678
0.12,2.678
0.13,2.678
0.14,2.678
0.17,2.678
0.19,2.678
0.09,2.678
0.67,2.679
0.56,2.679
0.61,2.679
0.62,2.679
0.63,2.679
0.64,2.679
0.7,2.679
0.96,2.679
0.81,2.679
0.83,2.679
0.86,2.679
0.87,2.679
0.9,2.679
0.55,2.679
0.79,2.679
0.5,2.679
0.33,2.679
0.38,2.679
0.03,2.679
0.07,2.679
0.08,2.679
0.11,2.679
0.14,2.679
0.15,2.679
0.0,2.679
0.2,2.679
0.22,2.679
0.25,2.679
0.43,2.679
0.35,2.679
0.36,2.679
0.17,2.679
0.75,2.68
0.77,2.68
0.78,2.68
0.83,2.68
0.85,2.68
0.87,2.68
0.93,2.68
0.92,2.68
0.94,2.68
0.96,2.68
0.97,2.68
0.67,2.68
0.9,2.68
0.56,2.68
0.66,2.68
0.07,2.68
0.0,2.68
0.02,2.68
0.03,2.68
0.08,2.68
0.53,2.68
0.25,2.68
0.12,2.68
0.3,2.68
0.33,2.68
0.38,2.68
0.5,2.68
0.52,2.68
0.29,2.68
0.78,2.681
0.75,2.681
0.74,2.681
0.64,2.681
0.67,2.681
0.79,2.681
0.72,2.681
0.8,2.681
0.92,2.681
0.83,2.681
0.84,2.681
0.85,2.681
0.86,2.681
0.88,2.681
0.9,2.681
0.95,2.681
0.81,2.681
0.62,2.681
0.2,2.681
0.57,2.681
0.59,2.681
0.0,2.681
0.07,2.681
0.08,2.681
0.1,2.681
0.11,2.681
0.25,2.681
0.36,2.681
0.33,2.681
0.44,2.681
0.47,2.681
0.48,2.681
0.5,2.681
0.54,2.681
0.55,2.681
0.56,2.681
0.39,2.681
0.66,2.682
0.67,2.682
0.65,2.682
0.5,2.682
0.56,2.682
0.7,2.682
0.58,2.682
0.71,2.682
0.92,2.682
0.77,2.682
0.78,2.682
0.8,2.682
0.82,2.682
0.83,2.682
0.88,2.682
0.9,2.682
0.49,2.682
0.75,2.682
0.44,2.682
0.0,2.682
0.38,2.682
0.04,2.682
0.4,2.682
0.07,2.682
0.08,2.682
0.1,2.682
0.11,2.682
0.12,2.682
0.15,2.682
0.05,2.682
0.17,2.682
0.23,2.682
0.25,2.682
0.27,2.682
0.29,2.682
0.3,2.682
0.33,2.682
0.35,2.682
0.16,2.682
0.62,2.683
0.63,2.683
0.64,2.683
0.67,2.683
0.73,2.683
0.8,2.683
0.88,2.683
0.85,2.683
0.86,2.683
0.89,2.683
0.93,2.683
0.97,2.683
0.83,2.683
0.6,2.683
0.5,2.683
0.56,2.683
0.58,2.683
0.0,2.683
0.08,2.683
0.1,2.683
0.2,2.683
0.25,2.683
0.12,2.683
0.33,2.683
0.35,2.683
0.38,2.683
0.44,2.683
0.47,2.683
0.29,2.683
0.71,2.684
0.44,2.684
0.52,2.684
0.57,2.684
0.7,2.684
0.72,2.684
0.96,2.684
0.78,2.684
0.83,2.684
0.85,2.684
0.88,2.684
0.95,2.684
0.43,2.684
0.75,2.684
0.3,2.684
0.89,2.684
0.23,2.684
0.0,2.684
0.04,2.684
0.25,2.684
0.05,2.684
0.08,2.684
0.1,2.684
0.07,2.684
0.13,2.684
0.14,2.684
0.17,2.684
0.19,2.684
0.2,2.684
0.21,2.684
0.12,2.684
0.62,2.685
0.46,2.685
0.47,2.685
0.52,2.685
0.56,2.685
0.6,2.685
0.67,2.685
0.88,2.685
0.7,2.685
0.71,2.685
0.75,2.685
0.83,2.685
0.84,2.685
0.44,2.685
0.69,2.685
0.43,2.685
0.91,2.685
0.34,2.685
0.0,2.685
0.03,2.685
0.04,2.685
0.06,2.685
0.08,2.685
0.1,2.685
0.13,2.685
0.36,2.685
0.16,2.685
0.17,2.685
0.2,2.685
0.29,2.685
0.3,2.685
0.31,2.685
0.14,2.685
0.6,2.686
0.67,2.686
0.68,2.686
0.7,2.686
0.71,2.686
0.72,2.686
0.73,2.686
0.78,2.686
0.76,2.686
0.8,2.686
0.83,2.686
0.88,2.686
0.89,2.686
0.52,2.686
0.75,2.686
0.92,2.686
0.5,2.686
0.47,2.686
0.51,2.686
0.05,2.686
0.06,2.686
0.14,2.686
0.21,2.686
0.22,2.686
0.23,2.686
0.0,2.686
0.31,2.686
0.33,2.686
0.34,2.686
0.35,2.686
0.4,2.686
0.44,2.686
0.25,2.686
0.63,2.687
0.7,2.687
0.74,2.687
0.79,2.687
0.8,2.687
0.85,2.687
0.92,2.687
0.88,2.687
0.93,2.687
0.94,2.687
0.97,2.687
0.6,2.687
0.86,2.687
0.54,2.687
0.56,2.687
0.5,2.687
0.0,2.687
0.04,2.687
0.06,2.687
0.15,2.687
0.17,2.687
0.19,2.687
0.14,2.687
0.3,2.687
0.31,2.687
0.33,2.687
0.44,2.687
0.45,2.687
0.22,2.687
0.73,2.688
0.62,2.688
0.68,2.688
0.69,2.688
0.7,2.688
0.72,2.688
0.75,2.688
0.8,2.688
0.82,2.688
0.83,2.688
0.89,2.688
0.9,2.688
0.92,2.688
0.57,2.688
0.78,2.688
0.56,2.688
0.5,2.688
0.07,2.688
0.53,2.688
0.1,2.688
0.11,2.688
0.12,2.688
0.13,2.688
0.05,2.688
0.14,2.688
0.17,2.688
0.25,2.688
0.31,2.688
0.32,2.688
0.33,2.688
0.38,2.688
0.15,2.688
0.0,2.688
0.65,2.689
0.57,2.689
0.67,2.689
0.6,2.689
0.7,2.689
0.5,2.689
0.8,2.689
0.83,2.689
0.84,2.689
0.87,2.689
0.92,2.689
0.75,2.689
0.47,2.689
0.04,2.689
0.38,2.689
0.45,2.689
0.06,2.689
0.07,2.689
0.12,2.689
0.13,2.689
0.0,2.689
0.17,2.689
0.2,2.689
0.23,2.689
0.25,2.689
0.33,2.689
0.14,2.689
0.95,2.69
0.58,2.69
0.6,2.69
0.61,2.69
0.62,2.69
0.64,2.69
0.67,2.69
0.71,2.69
0.74,2.69
0.76,2.69
0.5,2.69
0.8,2.69
0.83,2.69
0.85,2.69
0.87,2.69
0.88,2.69
0.89,2.69
0.9,2.69
0.91,2.69
0.92,2.69
0.93,2.69
0.79,2.69
0.44,2.69
0.24,2.69
0.4,2.69
0.43,2.69
0.04,2.69
0.07,2.69
0.08,2.69
0.1,2.69
0.11,2.69
0.12,2.69
0.13,2.69
0.15,2.69
0.17,2.69
0.0,2.69
0.2,2.69
0.25,2.69
0.27,2.69
0.29,2.69
0.31,2.69
0.32,2.69
0.33,2.69
0.37,2.69
0.38,2.69
0.19,2.69
0.78,2.691
0.75,2.691
0.67,2.691
0.72,2.691
0.7,2.691
0.79,2.691
0.73,2.691
0.8,2.691
0.88,2.691
0.85,2.691
0.86,2.691
0.87,2.691
0.89,2.691
0.92,2.691
0.93,2.691
0.96,2.691
0.61,2.691
0.82,2.691
0.58,2.691
0.42,2.691
0.5,2.691
0.0,2.691
0.06,2.691
0.52,2.691
0.11,2.691
0.12,2.691
0.14,2.691
0.17,2.691
0.19,2.691
0.1,2.691
0.22,2.691
0.26,2.691
0.3,2.691
0.32,2.691
0.35,2.691
0.44,2.691
0.45,2.691
0.2,2.691
0.56,2.692
0.62,2.692
0.67,2.692
0.7,2.692
0.75,2.692
0.83,2.692
0.8,2.692
0.81,2.692
0.9,2.692
0.88,2.692
0.54,2.692
0.78,2.692
0.53,2.692
0.85,2.692
0.5,2.692
0.0,2.692
0.05,2.692
0.07,2.692
0.08,2.692
0.09,2.692
0.11,2.692
0.52,2.692
0.33,2.692
0.34,2.692
0.4,2.692
0.42,2.692
0.47,2.692
0.17,2.692
0.62,2.693
0.63,2.693
0.65,2.693
0.67,2.693
0.68,2.693
0.7,2.693
0.75,2.693
0.78,2.693
0.83,2.693
0.82,2.693
0.86,2.693
0.9,2.693
0.92,2.693
0.6,2.693
0.94,2.693
0.95,2.693
0.81,2.693
0.57,2.693
0.93,2.693
0.55,2.693
0.56,2.693
0.05,2.693
0.08,2.693
0.11,2.693
0.12,2.693
0.17,2.693
0.25,2.693
0.3,2.693
0.0,2.693
0.36,2.693
0.4,2.693
0.42,2.693
0.47,2.693
0.48,2.693
0.5,2.693
0.52,2.693
0.33,2.693
0.54,2.694
0.56,2.694
0.69,2.694
0.7,2.694
0.71,2.694
0.75,2.694
0.8,2.694
0.78,2.694
0.79,2.694
0.83,2.694
0.88,2.694
0.92,2.694
0.96,2.694
0.76,2.694
0.48,2.694
0.3,2.694
0.33,2.694
0.46,2.694
0.0,2.694
0.03,2.694
0.06,2.694
0.08,2.694
0.1,2.694
0.07,2.694
0.14,2.694
0.17,2.694
0.19,2.694
0.2,2.694
0.22,2.694
0.25,2.694
0.11,2.694
0.79,2.695
0.72,2.695
0.75,2.695
0.76,2.695
0.77,2.695
0.81,2.695
0.67,2.695
0.86,2.695
0.87,2.695
0.89,2.695
0.9,2.695
0.94,2.695
0.96,2.695
0.85,2.695
0.62,2.695
0.83,2.695
0.55,2.695
0.02,2.695
0.03,2.695
0.07,2.695
0.08,2.695
0.09,2.695
0.1,2.695
0.57,2.695
0.0,2.695
0.14,2.695
0.17,2.695
0.19,2.695
0.25,2.695
0.4,2.695
0.53,2.695
0.12,2.695
0.55,2.696
0.65,2.696
0.67,2.696
0.71,2.696
0.73,2.696
0.75,2.696
0.76,2.696
0.8,2.696
0.79,2.696
0.83,2.696
0.86,2.696
0.89,2.696
0.9,2.696
0.5,2.696
0.78,2.696
0.46,2.696
0.94,2.696
0.42,2.696
0.0,2.696
0.05,2.696
0.08,2.696
0.1,2.696
0.12,2.696
0.14,2.696
0.16,2.696
0.45,2.696
0.2,2.696
0.22,2.696
0.29,2.696
0.33,2.696
0.34,2.696
0.37,2.696
0.18,2.696
0.37,2.697
0.5,2.697
0.57,2.697
0.58,2.697
0.59,2.697
0.61,2.697
0.62,2.697
0.78,2.697
0.75,2.697
0.8,2.697
0.83,2.697
0.85,2.697
0.92,2.697
0.33,2.697
0.69,2.697
0.93,2.697
0.3,2.697
0.22,2.697
0.25,2.697
0.0,2.697
0.02,2.697
0.05,2.697
0.08,2.697
0.09,2.697
0.07,2.697
0.12,2.697
0.13,2.697
0.14,2.697
0.15,2.697
0.17,2.697
0.18,2.697
0.1,2.697
0.76,2.698
0.63,2.698
0.64,2.698
0.69,2.698
0.7,2.698
0.75,2.698
0.77,2.698
0.93,2.698
0.8,2.698
0.83,2.698
0.86,2.698
0.88,2.698
0.89,2.698
0.6,2.698
0.78,2.698
0.57,2.698
0.25,2.698
0.44,2.698
0.0,2.698
0.03,2.698
0.05,2.698
0.1,2.698
0.11,2.698
0.12,2.698
0.02,2.698
0.17,2.698
0.48,2.698
0.3,2.698
0.38,2.698
0.4,2.698
0.42,2.698
0.13,2.698
0.74,2.699
0.75,2.699
0.78,2.699
0.8,2.699
0.81,2.699
0.89,2.699
0.84,2.699
0.92,2.699
0.96,2.699
0.6,2.699
0.83,2.699
0.5,2.699
0.37,2.699
0.11,2.699
0.36,2.699
0.33,2.699
0.28,2.699
0.25,2.699
0.2,2.699
0.17,2.699
0.12,2.699
0.1,2.699
0.08,2.699
0.0,2.699
0.45,2.699
0.67,2.7
0.62,2.7
0.58,2.7
0.71,2.7
0.6,2.7
0.73,2.7
0.92,2.7
0.8,2.7
0.83,2.7
0.88,2.7
0.89,2.7
0.95,2.7
0.75,2.7
0.57,2.7
0.08,2.7
0.55,2.7
0.56,2.7
0.0,2.7
0.11,2.7
0.12,2.7
0.21,2.7
0.22,2.7
0.17,2.7
0.3,2.7
0.34,2.7
0.38,2.7
0.42,2.7
0.5,2.7
0.25,2.7
0.69,2.701
0.57,2.701
0.62,2.701
0.67,2.701
0.68,2.701
0.7,2.701
0.94,2.701
0.77,2.701
0.83,2.701
0.89,2.701
0.9,2.701
0.93,2.701
0.5,2.701
0.75,2.701
0.46,2.701
0.44,2.701
0.4,2.701
0.0,2.701
0.07,2.701
0.08,2.701
0.11,2.701
0.12,2.701
0.15,2.701
0.1,2.701
0.2,2.701
0.24,2.701
0.25,2.701
0.28,2.701
0.38,2.701
0.17,2.701
0.69,2.702
0.5,2.702
0.56,2.702
0.57,2.702
0.6,2.702
0.67,2.702
0.78,2.702
0.96,2.702
0.83,2.702
0.84,2.702
0.86,2.702
0.89,2.702
0.92,2.702
0.49,2.702
0.8,2.702
0.46,2.702
0.45,2.702
0.4,2.702
0.05,2.702
0.06,2.702
0.07,2.702
0.08,2.702
0.12,2.702
0.13,2.702
0.17,2.702
0.0,2.702
0.21,2.702
0.25,2.702
0.29,2.702
0.3,2.702
0.37,2.702
0.38,2.702
0.2,2.702
0.6,2.703
0.62,2.703
0.65,2.703
0.67,2.703
0.7,2.703
0.73,2.703
0.87,2.703
0.81,2.703
0.84,2.703
0.88,2.703
0.94,2.703
0.97,2.703
0.53,2.703
0.8,2.703
0.5,2.703
0.0,2.703
0.34,2.703
0.45,2.703
0.04,2.703
0.05,2.703
0.06,2.703
0.11,2.703
0.12,2.703
0.07,2.703
0.14,2.703
0.15,2.703
0.17,2.703
0.2,2.703
0.25,2.703
0.3,2.703
0.13,2.703
0.78,2.704
0.61,2.704
0.62,2.704
0.67,2.704
0.69,2.704
0.75,2.704
0.8,2.704
0.95,2.704
0.83,2.704
0.85,2.704
0.89,2.704
0.9,2.704
0.92,2.704
0.93,2.704
0.6,2.704
0.81,2.704
0.53,2.704
0.25,2.704
0.44,2.704
0.5,2.704
0.0,2.704
0.07,2.704
0.08,2.704
0.1,2.704
0.11,2.704
0.12,2.704
0.17,2.704
0.06,2.704
0.2,2.704
0.22,2.704
0.24,2.704
0.27,2.704
0.39,2.704
0.42,2.704
0.19,2.704
0.5,2.705
0.63,2.705
0.74,2.705
0.75,2.705
0.78,2.705
0.8,2.705
0.87,2.705
0.86,2.705
0.93,2.705
0.97,2.705
0.47,2.705
0.98,2.705
0.83,2.705
0.44,2.705
0.89,2.705
0.38,2.705
0.0,2.705
0.04,2.705
0.06,2.705
0.07,2.705
0.1,2.705
0.11,2.705
0.4,2.705
0.16,2.705
0.19,2.705
0.23,2.705
0.25,2.705
0.33,2.705
0.12,2.705
0.47,2.706
0.5,2.706
0.55,2.706
0.56,2.706
0.6,2.706
0.76,2.706
0.72,2.706
0.78,2.706
0.83,2.706
0.84,2.706
0.45,2.706
0.61,2.706
0.9,2.706
0.4,2.706
0.37,2.706
0.38,2.706
0.0,2.706
0.05,2.706
0.1,2.706
0.11,2.706
0.07,2.706
0.17,2.706
0.31,2.706
0.32,2.706
0.33,2.706
0.12,2.706
0.75,2.707
0.95,2.707
0.67,2.707
0.7,2.707
0.78,2.707
0.91,2.707
0.83,2.707
0.85,2.707
0.86,2.707
0.88,2.707
0.63,2.707
0.8,2.707
0.62,2.707
0.52,2.707
0.56,2.707
0.57,2.707
0.0,2.707
0.08,2.707
0.11,2.707
0.12,2.707
0.07,2.707
0.33,2.707
0.4,2.707
0.42,2.707
0.5,2.707
0.26,2.707
0.7,2.708
0.53,2.708
0.58,2.708
0.6,2.708
0.62,2.708
0.67,2.708
0.71,2.708
0.9,2.708
0.8,2.708
0.81,2.708
0.83,2.708
0.86,2.708
0.52,2.708
0.92,2.708
0.75,2.708
0.5,2.708
0.94,2.708
0.38,2.708
0.0,2.708
0.08,2.708
0.1,2.708
0.12,2.708
0.13,2.708
0.17,2.708
0.05,2.708
0.22,2.708
0.2,2.708
0.37,2.708
0.36,2.708
0.44,2.708
0.3,2.708
0.27,2.708
0.34,2.708
0.67,2.709
0.93,2.709
0.92,2.709
0.88,2.709
0.86,2.709
0.84,2.709
0.83,2.709
0.82,2.709
0.79,2.709
0.76,2.709
0.75,2.709
0.89,2.709
0.6,2.709
0.5,2.709
0.56,2.709
0.0,2.709
0.06,2.709
0.11,2.709
0.12,2.709
0.05,2.709
0.2,2.709
0.25,2.709
0.27,2.709
0.4,2.709
0.43,2.709
0.17,2.709
0.81,2.71
0.56,2.71
0.57,2.71
0.58,2.71
0.62,2.71
0.72,2.71
0.78,2.71
0.83,2.71
0.92,2.71
0.87,2.71
0.88,2.71
0.89,2.71
0.9,2.71
0.94,2.71
0.96,2.71
0.5,2.71
0.85,2.71
0.47,2.71
0.38,2.71
0.42,2.71
0.45,2.71
0.04,2.71
0.05,2.71
0.06,2.71
0.08,2.71
0.1,2.71
0.11,2.71
0.12,2.71
0.0,2.71
0.17,2.71
0.22,2.71
0.23,2.71
0.25,2.71
0.36,2.71
0.4,2.71
0.14,2.71
0.57,2.711
0.58,2.711
0.63,2.711
0.67,2.711
0.69,2.711
0.75,2.711
0.83,2.711
0.8,2.711
0.84,2.711
0.85,2.711
0.87,2.711
0.89,2.711
0.56,2.711
0.96,2.711
0.78,2.711
0.52,2.711
0.7,2.711
0.4,2.711
0.0,2.711
0.04,2.711
0.42,2.711
0.1,2.711
0.11,2.711
0.12,2.711
0.14,2.711
0.05,2.711
0.2,2.711
0.21,2.711
0.25,2.711
0.3,2.711
0.38,2.711
0.39,2.711
0.15,2.711
0.93,2.712
0.89,2.712
0.88,2.712
0.87,2.712
0.85,2.712
0.81,2.712
0.8,2.712
0.75,2.712
0.7,2.712
0.57,2.712
0.6,2.712
0.51,2.712
0.24,2.712
0.12,2.712
0.11,2.712
0.1,2.712
0.08,2.712
0.0,2.712
0.64,2.712
0.69,2.713
0.7,2.713
0.72,2.713
0.92,2.713
0.75,2.713
0.89,2.713
0.8,2.713
0.82,2.713
0.88,2.713
0.9,2.713
0.67,2.713
0.78,2.713
0.6,2.713
0.73,2.713
0.54,2.713
0.0,2.713
0.05,2.713
0.06,2.713
0.07,2.713
0.1,2.713
0.12,2.713
0.56,2.713
0.17,2.713
0.33,2.713
0.34,2.713
0.38,2.713
0.5,2.713
0.16,2.713
0.6,2.714
0.63,2.714
0.67,2.714
0.68,2.714
0.74,2.714
0.75,2.714
0.88,2.714
0.8,2.714
0.89,2.714
0.9,2.714
0.95,2.714
0.57,2.714
0.78,2.714
0.56,2.714
0.93,2.714
0.45,2.714
0.52,2.714
0.05,2.714
0.08,2.714
0.1,2.714
0.11,2.714
0.12,2.714
0.0,2.714
0.21,2.714
0.23,2.714
0.25,2.714
