n,Egb
0.9,2.949
0.75,2.949
0.67,2.949
0.62,2.949
0.5,2.949
0.0,2.949
0.92,2.95
0.8,2.95
0.62,2.95
0.88,2.95
0.38,2.95
0.0,2.95
0.58,2.95
0.0,2.951
0.8,2.951
0.95,2.951
0.75,2.952
0.0,2.952
0.5,2.952
0.67,2.952
0.8,2.952
0.58,2.953
0.0,2.953
0.0,2.954
0.07,2.954
0.33,2.954
0.56,2.954
0.6,2.954
0.8,2.954
0.83,2.954
0.85,2.954
0.91,2.954
0.0,2.955
0.33,2.955
0.5,2.955
0.55,2.955
0.73,2.956
0.67,2.956
0.75,2.956
0.4,2.956
0.0,2.956
0.53,2.956
0.86,2.956
0.67,2.957
0.48,2.957
0.54,2.957
0.5,2.957
0.35,2.957
0.0,2.957
0.0,2.958
0.25,2.958
0.45,2.958
0.67,2.958
0.83,2.958
0.88,2.958
0.75,2.959
0.67,2.959
0.5,2.959
0.0,2.959
0.0,2.96
0.25,2.96
0.75,2.96
0.83,2.96
0.89,2.96
0.89,2.961
0.93,2.962
0.92,2.962
0.83,2.962
0.0,2.962
0.0,2.963
0.33,2.963
0.78,2.963
0.84,2.963
0.92,2.963
0.0,2.964
0.75,2.964
0.77,2.965
0.72,2.965
0.69,2.965
0.67,2.965
0.58,2.965
0.08,2.965
0.47,2.965
0.2,2.965
0.88,2.965
0.0,2.965
0.5,2.965
0.75,2.966
0.8,2.966
0.0,2.966
0.67,2.966
0.0,2.967
0.29,2.967
0.4,2.967
0.5,2.967
0.67,2.967
0.75,2.967
0.88,2.967
0.89,2.967
0.92,2.968
0.9,2.968
0.8,2.968
0.77,2.968
0.67,2.968
0.72,2.968
0.0,2.968
0.75,2.968
0.57,2.968
0.79,2.969
0.6,2.969
0.75,2.969
0.67,2.969
0.57,2.969
0.2,2.969
0.0,2.969
0.25,2.969
0.0,2.97
0.2,2.97
0.6,2.97
0.83,2.97
0.9,2.97
0.87,2.971
0.73,2.971
0.6,2.971
0.5,2.971
0.0,2.971
0.3,2.971
0.0,2.972
0.2,2.972
0.4,2.972
0.5,2.972
0.7,2.972
0.9,2.972
0.81,2.973
0.56,2.973
0.58,2.973
0.0,2.973
0.5,2.973
0.0,2.974
0.12,2.974
0.75,2.974
0.88,2.974
0.93,2.974
0.96,2.974
0.75,2.975
0.87,2.975
0.0,2.975
0.58,2.975
0.95,2.976
0.0,2.976
0.67,2.976
0.8,2.976
0.83,2.976
0.89,2.976
0.9,2.976
0.94,2.976
0.8,2.977
0.75,2.977
0.5,2.977
0.0,2.977
0.0,2.978
0.08,2.978
0.33,2.978
0.5,2.978
0.75,2.978
0.95,2.978
0.8,2.979
0.56,2.979
0.0,2.979
0.36,2.979
0.0,2.98
0.1,2.98
0.46,2.98
0.8,2.98
0.93,2.981
0.0,2.981
0.8,2.981
0.88,2.981
0.9,2.981
0.96,2.982
0.79,2.982
0.0,2.982
0.75,2.982
0.0,2.983
0.7,2.983
0.73,2.983
0.85,2.983
0.94,2.983
0.96,2.983
0.5,2.984
0.86,2.984
0.0,2.984
0.17,2.984
0.6,2.984
0.0,2.985
0.33,2.985
0.8,2.985
0.0,2.986
0.6,2.986
0.72,2.986
0.74,2.986
0.95,2.986
0.25,2.987
0.92,2.987
0.2,2.987
0.0,2.987
0.0,2.988
0.75,2.988
0.0,2.989
0.19,2.989
0.75,2.989
0.83,2.99
0.63,2.99
0.75,2.99
0.0,2.99
0.6,2.99
0.0,2.991
0.33,2.991
0.62,2.991
0.67,2.991
0.8,2.991
0.83,2.991
0.0,2.992
0.67,2.992
0.96,2.993
0.8,2.993
0.79,2.993
0.2,2.993
0.06,2.993
0.42,2.993
0.0,2.993
0.25,2.994
0.5,2.994
0.0,2.995
0.25,2.995
0.67,2.995
0.75,2.995
0.83,2.995
0.88,2.995
0.85,2.996
0.5,2.996
0.0,2.996
0.33,2.996
0.0,2.997
0.87,2.997
0.88,2.997
0.92,2.998
0.96,2.998
0.6,2.998
0.5,2.998
0.31,2.998
0.25,2.998
0.0,2.998
0.37,2.999
0.71,2.999
0.82,3.0
0.78,3.0
0.93,3.0
0.0,3.0
0.5,3.0
0.0,3.001
0.33,3.001
0.5,3.001
0.75,3.001
0.0,3.002
0.75,3.002
0.0,3.003
0.75,3.003
0.83,3.004
0.75,3.004
0.94,3.004
0.33,3.004
0.0,3.004
0.6,3.004
0.0,3.005
0.62,3.005
0.0,3.006
0.8,3.006
0.84,3.006
0.94,3.006
0.0,3.007
0.0,3.008
0.6,3.008
0.67,3.008
0.0,3.009
0.6,3.009
0.65,3.009
0.92,3.009
0.8,3.01
0.7,3.01
0.5,3.01
0.72,3.01
0.05,3.01
0.0,3.01
0.17,3.01
0.0,3.011
0.2,3.011
0.33,3.011
0.5,3.011
0.83,3.011
0.88,3.012
0.0,3.013
0.08,3.013
0.75,3.013
0.82,3.014
0.8,3.014
0.0,3.014
0.2,3.014
0.0,3.015
0.15,3.015
0.62,3.015
0.96,3.016
0.0,3.016
0.67,3.016
0.8,3.016
0.95,3.016
0.71,3.017
0.69,3.017
0.4,3.017
0.0,3.017
0.0,3.018
0.2,3.018
0.94,3.018
0.75,3.019
0.95,3.019
0.0,3.02
0.56,3.02
0.71,3.02
0.0,3.021
0.0,3.022
0.75,3.022
0.78,3.022
0.85,3.022
0.5,3.023
0.75,3.023
0.83,3.023
0.67,3.024
0.92,3.025
0.9,3.025
0.8,3.025
0.67,3.025
0.0,3.025
0.0,3.026
0.67,3.026
0.0,3.027
0.21,3.027
0.83,3.027
0.89,3.027
0.88,3.028
0.8,3.028
0.0,3.028
0.5,3.028
0.0,3.029
0.04,3.029
0.25,3.029
0.88,3.029
0.33,3.03
0.83,3.03
0.75,3.031
0.0,3.031
0.83,3.032
0.67,3.032
0.93,3.032
0.75,3.032
0.5,3.032
0.7,3.032
0.0,3.032
0.0,3.033
0.0,3.034
0.27,3.034
0.4,3.034
0.77,3.034
0.67,3.035
0.5,3.035
0.0,3.035
0.28,3.035
0.0,3.036
0.33,3.036
0.0,3.037
0.57,3.037
0.62,3.037
0.78,3.037
0.69,3.038
0.94,3.038
0.32,3.038
0.19,3.038
0.0,3.038
0.0,3.039
0.33,3.039
0.75,3.039
0.8,3.039
0.0,3.04
0.42,3.04
0.6,3.04
0.64,3.04
0.75,3.04
0.0,3.041
0.67,3.041
0.0,3.042
0.41,3.042
0.67,3.042
0.83,3.042
0.81,3.043
0.5,3.043
0.94,3.043
0.75,3.044
0.07,3.044
0.31,3.045
0.28,3.045
0.0,3.046
0.0,3.047
0.67,3.047
0.0,3.048
0.64,3.048
0.0,3.049
0.07,3.049
0.2,3.049
0.9,3.049
0.0,3.05
0.0,3.051
0.31,3.051
0.73,3.051
0.2,3.052
0.33,3.052
0.95,3.052
0.0,3.053
0.65,3.053
0.0,3.054
0.71,3.054
0.25,3.055
0.0,3.055
0.0,3.056
0.62,3.056
0.63,3.056
0.7,3.056
0.75,3.056
0.8,3.056
0.93,3.056
0.1,3.057
0.0,3.057
0.8,3.058
0.33,3.058
0.3,3.058
0.0,3.058
0.0,3.059
0.03,3.059
0.8,3.059
0.9,3.059
0.0,3.06
0.33,3.061
0.8,3.061
0.0,3.061
0.62,3.062
0.0,3.062
0.25,3.062
0.0,3.063
0.32,3.063
0.75,3.063
0.8,3.063
0.83,3.063
0.92,3.063
0.8,3.064
0.62,3.064
0.0,3.064
0.4,3.064
0.0,3.065
0.78,3.065
0.0,3.066
0.8,3.066
0.83,3.066
0.81,3.067
0.39,3.067
0.78,3.068
0.1,3.068
0.0,3.068
0.62,3.069
0.75,3.07
0.33,3.071
0.58,3.071
0.75,3.071
0.0,3.072
0.67,3.072
0.75,3.073
0.05,3.073
0.0,3.073
0.94,3.074
0.0,3.075
0.5,3.075
0.67,3.075
0.25,3.076
0.7,3.076
0.74,3.076
0.94,3.076
0.11,3.077
0.0,3.077
0.83,3.078
0.75,3.079
0.0,3.079
0.0,3.08
0.8,3.08
0.4,3.081
0.88,3.081
0.97,3.082
0.0,3.083
0.7,3.083
0.67,3.084
0.75,3.085
0.4,3.085
0.0,3.085
0.36,3.085
0.8,3.086
0.0,3.086
0.17,3.086
0.2,3.086
0.75,3.086
0.8,3.087
0.58,3.087
0.0,3.087
0.27,3.087
0.0,3.088
0.7,3.088
0.8,3.088
0.94,3.088
0.0,3.089
0.5,3.089
0.97,3.089
0.8,3.09
0.0,3.09
0.0,3.091
0.5,3.091
0.75,3.091
0.0,3.092
0.0,3.093
0.0,3.094
0.17,3.094
0.9,3.094
0.0,3.095
0.82,3.095
0.44,3.097
0.0,3.097
0.6,3.097
0.0,3.098
0.75,3.099
0.77,3.099
0.0,3.1
0.0,3.101
0.67,3.101
0.13,3.102
0.0,3.103
0.19,3.103
0.67,3.103
0.9,3.104
0.75,3.104
0.0,3.105
0.88,3.105
0.0,3.106
0.57,3.106
0.6,3.106
0.5,3.107
0.8,3.107
0.88,3.107
0.96,3.107
0.66,3.108
0.75,3.109
0.25,3.11
0.87,3.11
0.14,3.111
0.94,3.111
0.5,3.112
0.73,3.112
0.0,3.113
0.92,3.113
0.5,3.114
0.0,3.114
0.0,3.115
0.0,3.116
0.33,3.116
0.86,3.116
0.87,3.116
0.0,3.117
0.0,3.118
0.49,3.118
0.69,3.118
0.98,3.119
0.5,3.119
0.89,3.121
0.86,3.121
0.0,3.121
0.0,3.122
0.33,3.122
0.67,3.122
0.0,3.123
0.8,3.123
0.83,3.123
0.8,3.124
0.75,3.124
0.0,3.124
0.73,3.124
0.0,3.125
0.25,3.125
0.44,3.125
0.83,3.125
0.94,3.125
0.96,3.126
0.0,3.128
0.75,3.129
0.81,3.129
0.0,3.129
0.33,3.129
0.0,3.131
0.0,3.132
0.67,3.132
0.0,3.133
0.6,3.133
0.67,3.133
0.0,3.134
0.8,3.135
0.92,3.135
0.67,3.135
0.17,3.136
0.75,3.136
0.0,3.137
0.44,3.137
0.75,3.138
0.28,3.14
0.67,3.14
0.93,3.141
0.0,3.141
0.75,3.141
0.8,3.141
0.88,3.142
0.0,3.142
0.8,3.142
0.0,3.143
0.4,3.143
0.75,3.143
0.81,3.143
0.86,3.143
0.0,3.144
0.5,3.145
0.8,3.145
0.87,3.146
0.0,3.146
0.5,3.147
0.9,3.148
0.0,3.149
0.33,3.149
0.0,3.15
0.1,3.151
0.71,3.151
0.0,3.155
0.6,3.155
0.47,3.156
0.0,3.156
0.0,3.157
0.8,3.158
0.3,3.159
0.5,3.159
0.5,3.16
0.25,3.161
0.5,3.161
0.96,3.162
0.0,3.162
0.0,3.163
0.75,3.163
0.8,3.163
0.75,3.164
0.6,3.165
0.75,3.165
0.0,3.165
0.07,3.165
0.0,3.166
0.4,3.168
0.0,3.168
0.5,3.168
0.0,3.17
0.0,3.172
0.0,3.173
0.83,3.173
0.0,3.174
0.0,3.177
0.75,3.178
0.75,3.179
0.0,3.18
0.0,3.182
0.83,3.182
0.9,3.183
0.0,3.183
0.88,3.183
0.0,3.184
0.83,3.184
0.0,3.185
0.84,3.185
0.0,3.188
0.4,3.188
0.13,3.189
0.0,3.19
0.8,3.191
0.75,3.191
0.42,3.194
0.6,3.195
0.0,3.196
0.0,3.197
0.6,3.197
0.0,3.199
0.4,3.199
0.89,3.2
0.9,3.2
0.0,3.2
0.5,3.202
0.0,3.203
0.29,3.203
0.0,3.204
0.0,3.207
0.75,3.207
0.78,3.209
0.12,3.21
0.0,3.21
0.75,3.21
0.67,3.212
0.0,3.212
0.0,3.213
0.9,3.213
0.0,3.214
0.83,3.215
0.75,3.216
0.4,3.219
0.14,3.221
0.8,3.222
0.67,3.223
0.0,3.224
0.4,3.227
0.16,3.228
0.75,3.228
0.0,3.23
0.4,3.233
0.0,3.236
0.7,3.236
0.83,3.237
0.89,3.237
0.72,3.239
0.92,3.24
0.8,3.242
0.67,3.244
0.0,3.246
0.85,3.246
0.33,3.249
0.7,3.25
0.0,3.252
0.0,3.255
0.67,3.256
0.78,3.256
0.0,3.256
0.32,3.257
0.67,3.258
0.0,3.259
0.6,3.261
0.67,3.261
0.33,3.263
0.78,3.263
0.4,3.265
0.92,3.267
0.0,3.269
0.88,3.275
0.78,3.277
0.75,3.278
0.5,3.279
0.0,3.28
0.25,3.28
0.0,3.282
0.0,3.283
0.86,3.284
0.92,3.284
0.0,3.285
0.0,3.287
0.67,3.29
0.8,3.291
0.0,3.292
0.67,3.292
0.25,3.293
0.67,3.293
0.89,3.294
0.67,3.295
0.2,3.298
0.86,3.299
0.94,3.3
0.6,3.301
0.86,3.306
0.0,3.308
0.0,3.31
0.08,3.31
0.2,3.31
0.93,3.311
0.0,3.314
0.67,3.315
0.33,3.319
0.75,3.319
0.94,3.319
0.0,3.32
0.0,3.321
0.22,3.321
0.75,3.321
0.87,3.324
0.4,3.325
0.96,3.327
0.84,3.328
0.0,3.329
0.23,3.33
0.5,3.33
0.0,3.339
0.56,3.341
0.5,3.344
0.9,3.346
0.75,3.349
0.7,3.35
0.0,3.351
0.5,3.355
0.93,3.355
0.56,3.356
0.92,3.358
0.86,3.36
0.5,3.364
0.13,3.365
0.47,3.365
0.12,3.368
0.0,3.369
0.5,3.369
0.0,3.375
0.94,3.384
0.08,3.385
0.5,3.387
0.22,3.392
0.07,3.392
0.0,3.393
0.96,3.393
0.0,3.394
0.06,3.394
0.5,3.394
0.0,3.395
0.33,3.397
0.83,3.399
0.67,3.4
0.25,3.403
0.83,3.404
0.6,3.404
0.88,3.409
0.02,3.41
0.4,3.41
0.02,3.411
0.53,3.413
0.75,3.413
0.0,3.414
0.11,3.416
0.75,3.417
0.0,3.419
0.67,3.42
0.88,3.422
0.75,3.425
0.0,3.426
0.8,3.426
0.98,3.428
0.97,3.429
0.97,3.432
0.95,3.437
0.95,3.438
0.67,3.439
0.94,3.44
0.83,3.442
0.0,3.443
0.94,3.443
0.93,3.444
0.5,3.445
0.93,3.446
0.0,3.447
0.78,3.448
0.92,3.45
0.0,3.45
0.91,3.451
0.11,3.454
0.9,3.455
0.9,3.456
0.7,3.458
0.89,3.459
0.89,3.46
0.67,3.462
0.88,3.464
0.82,3.464
0.88,3.466
0.87,3.469
0.87,3.47
0.71,3.476
0.83,3.48
0.83,3.481
0.81,3.487
0.8,3.489
0.8,3.49
0.0,3.49
0.8,3.491
0.8,3.492
0.8,3.493
0.33,3.494
0.78,3.496
0.0,3.499
0.78,3.499
0.77,3.502
0.75,3.505
0.5,3.51
0.75,3.511
0.0,3.512
0.75,3.513
0.0,3.524
0.67,3.525
0.0,3.528
0.5,3.531
0.67,3.536
0.0,3.542
0.0,3.544
0.0,3.554
0.64,3.554
0.89,3.554
0.9,3.557
0.15,3.557
0.86,3.557
0.53,3.558
0.0,3.569
0.0,3.575
0.0,3.628
0.17,3.628
0.67,3.632
0.17,3.634
0.0,3.648
0.0,3.657
0.11,3.678
0.0,3.718
0.0,3.735
0.75,3.739
0.8,3.758
0.64,3.766
0.0,3.769
0.0,3.814
0.0,3.88
0.78,3.946
0.9,3.989
0.94,3.996
0.0,4.006
